,inputs,policies,policies_sent,labels
177,"The patient chooses a specific referral from the list to view complete details about the referral: sending HCP name and specialty, receiving HCP name and specialty, time generated, priority, office visit date, and notes.","[{'decision': 'deny', 'subject': 'patient', 'action': 'choose', 'resource': 'specific referral', 'condition': 'none', 'purpose': 'view complete details about the referral'}]",patient is not able to choose specific referral for the purpose of view complete details about the referral,0
178,A patient inputs his blood pressure or glucose levels.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'input', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'input', 'resource': 'blood pressure', 'condition': 'none', 'purpose': 'none'}]",patient is shall to input glucose level and blood pressure is able to be input,6
179,The administrator maintains a listing of allowable drugs.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'maintain', 'resource': 'test results data', 'condition': 'none', 'purpose': 'none'}]",administrator is shall to maintain test results data,3
180,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,"[{'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'grant immediate access'}, {'decision': 'allow', 'subject': 'she', 'action': 'report', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'blood pressure (systolic and diastolic)', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'she', 'action': 'report', 'resource': 'blood pressure (systolic and diastolic)', 'condition': 'none', 'purpose': 'none'}]",he is shall to report glucose level for the purpose of grant immediate access and she is authorized to report glucose level and he is allowed to report blood pressure (systolic and diastolic) and she is authorized to report blood pressure (systolic and diastolic),5
181,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,"[{'decision': 'allow', 'subject': 'itrust user', 'action': 'refer', 'resource': 'itrust user', 'condition': 'none', 'purpose': 'none'}]",itrust user is authorized to refer itrust user,2
182,"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date) and therefore wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).","[{'decision': 'allow', 'subject': 'patient', 'action': 'find', 'resource': 'lhcps who earlier wrote the patients expired prescription', 'condition': 'none', 'purpose': 'accurate diagnosis and treatment'}, {'decision': 'allow', 'subject': 'patient', 'action': 'renew', 'resource': 'patients expired prescription', 'condition': 'none', 'purpose': 'none'}]",patient is authorized to find lhcps who earlier wrote the patients expired prescription for the purpose of accurate diagnosis and treatment and patient is shall to renew patients expired prescription,5
183,Pharmacy system should not collect patient records if system cannot read patient status orders.,"[{'decision': 'deny', 'subject': 'pharmacy system', 'action': 'collect', 'resource': 'patient record', 'condition': 'system cannot read patient status order', 'purpose': 'maintenance work'}]","pharmacy system is not able to collect patient record for the purpose of maintenance work, if system cannot read patient status order",5
184,"Only faculty members of the Chemistry department are permitted to update, add, delete, or modify lesson plans for Chemistry coursework, provided the changes are in adherence to the academic curriculum guidelines set by the Education Department.","[{'decision': 'allow', 'subject': 'faculty member of Chemistry department', 'action': 'update', 'resource': 'Chemistry coursework lesson plan', 'purpose': 'none', 'condition': 'changes are in adherence to academic curriculum guidelines set by Education Department'}, {'decision': 'allow', 'subject': 'faculty member of Chemistry department', 'action': 'add', 'resource': 'Chemistry coursework lesson plan', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'faculty member of Chemistry department', 'action': 'delete', 'resource': 'Chemistry coursework lesson plan', 'purpose': 'none', 'condition': 'changes are in adherence to academic curriculum guidelines set by Education Department'}, {'decision': 'allow', 'subject': 'faculty member of Chemistry department', 'action': 'modify', 'resource': 'Chemistry coursework lesson plan', 'purpose': 'none', 'condition': 'changes are in adherence to academic curriculum guidelines set by Education Department'}]",faculty member of Chemistry department is allowed to update Chemistry coursework lesson plan if changes are in adherence to academic curriculum guidelines set by Education Department and faculty member of Chemistry department is able to add Chemistry coursework lesson plan and faculty member of Chemistry department is shall to delete Chemistry coursework lesson plan if changes are in adherence to academic curriculum guidelines set by Education Department and faculty member of Chemistry department is shall to modify Chemistry coursework lesson plan if changes are in adherence to academic curriculum guidelines set by Education Department,8
185,"In the bank, only authorized Loan officers can access customer's loan details for verification and modification purposes, provided the customer has given consent to it.","[{'decision': 'allow', 'subject': 'authorized loan officer', 'action': 'access', 'resource': 'customer loan detail', 'purpose': 'verification', 'condition': 'customer has given consent'}, {'decision': 'allow', 'subject': 'authorized loan officer', 'action': 'modify', 'resource': 'customer loan detail', 'purpose': 'verification', 'condition': 'none'}]","authorized loan officer is shall to access customer loan detail for the purpose of verification, if customer has given consent and authorized loan officer is allowed to modify customer loan detail for the purpose of verification",8
186,The system displays a list of course offerings the Professor taught in the previous semester.,"[{'decision': 'allow', 'subject': 'system', 'action': 'calculate', 'resource': 'list of course offerings the professor taught in the previous semester', 'condition': 'none', 'purpose': 'none'}]",system is able to calculate list of course offerings the professor taught in the previous semester,2
187,The reviewers are asked to indicated their expertise of the conference topics and their willingness to review papers on those topics.,"[{'decision': 'allow', 'subject': 'reviewer', 'action': 'indicate', 'resource': 'expertise of the conference topic', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'reviewer', 'action': 'indicate', 'resource': 'willingness to review papers on those topic', 'condition': 'student selected create a schedule', 'purpose': 'none'}]",reviewer is allowed to indicate expertise of the conference topic and reviewer is able to indicate willingness to review papers on those topic if student selected create a schedule,4
188,The HCP notes about an office visit.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'note', 'resource': 'office visit', 'condition': 'none', 'purpose': 'verify his change'}]",hcp is able to note office visit for the purpose of verify his change,5
189,"Medical billing personnel are permitted to access patient billing histories for billing-related queries only, provided that the access does not occur outside regular working hours.","[{'decision': 'allow', 'subject': 'medical billing personnel', 'action': 'access', 'resource': 'patient billing history', 'purpose': 'none', 'condition': 'access does not occur outside regular working hours'}]",medical billing personnel is authorized to access patient billing history if access does not occur outside regular working hours,9
190,"The user selects a laboratory procedure from the calendar to read its details by clicking the ""Read Details"" link beside or below the LOINC code displayed for the laboratory procedure.","[{'decision': 'allow', 'subject': 'user', 'action': 'select', 'resource': 'laboratory procedure', 'condition': 'none', 'purpose': 'read its detail'}]",user is authorized to select laboratory procedure for the purpose of read its detail,11
191,"On the LHCP homepage, the LHCP views a notification center with a list of his upcoming appointments for the current date, number of physiologic data monitoring reports of his patients for the current date, number of weight or pedometer data monitoring reports of his patients for the current date, number of unread messages from his message inbox.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'number of physiologic data monitoring report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'number of weight or pedometer data monitoring report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'notification center', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall to view number of physiologic data monitoring report and lhcp is shall to view number of weight or pedometer data monitoring report and lhcp is allowed to view notification center,10
192,"Health records are strictly accessible according to the 'need-to-know' principle; physicians can only access health records of the patients they are currently treating, nurses can access health records for patients in their assigned ward, and admissions staff can only access demographic and insurance information.","[{'decision': 'allow', 'subject': 'physician', 'action': 'access', 'resource': 'health record', 'purpose': 'none', 'condition': 'currently treating patient'}, {'decision': 'deny', 'subject': 'nurse', 'action': 'access', 'resource': 'health record', 'purpose': 'none', 'condition': 'patient in assigned ward'}, {'decision': 'allow', 'subject': 'admissions staff', 'action': 'access', 'resource': 'demographic and insurance information', 'purpose': 'none', 'condition': 'none'}]",physician is allowed to access health record if currently treating patient and nurse is prohibited to access health record if patient in assigned ward and admissions staff is authorized to access demographic and insurance information,0
193,The doctor is granted access to the house's medical office (though not to private notes).,"[{'decision': 'allow', 'subject': 'doctor', 'action': 'access', 'resource': 'houses medical office', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'doctor', 'action': 'manipulate', 'resource': 'private note', 'condition': 'none', 'purpose': 'none'}]",doctor is able to access houses medical office and doctor is shall not to manipulate private note,2
194,A Lab Technician can view his or her assigned lab procedures.,"[{'decision': 'allow', 'subject': 'agricultural advisor', 'action': 'view', 'resource': 'assigned lab procedure', 'condition': 'none', 'purpose': 'none'}]",agricultural advisor is shall to view assigned lab procedure,1
195,Bank managers may access the private financial records of customers only for the purpose of account supervision and under the condition that the customer has been notified and given explicit consent for the same.,"[{'decision': 'allow', 'subject': 'none', 'action': 'access', 'resource': 'private financial record', 'purpose': 'account supervision', 'condition': 'customer has been notified and given explicit consent'}]","private financial record is authorized to be access for the purpose of account supervision, if customer has been notified and given explicit consent",6
196,"IT department employees are allowed to access, modify and delete company's sensitive data files from the server for maintenance purposes only on weekends.","[{'decision': 'allow', 'subject': 'IT department employee', 'action': 'access', 'resource': ""company's sensitive data files"", 'purpose': 'none', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'modify', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'delete', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}]","IT department employee is allowed to access company's sensitive data files if on weekends and IT department employee is authorized to modify company's sensitive data files for the purpose of maintenance, if on weekends and IT department employee is authorized to delete company's sensitive data files for the purpose of maintenance, if on weekends",9
197,"Agricultural managers are only authorized to alter crop production plans in the database for the purpose of optimizing yield, provided the alteration is approved by the farm owner.","[{'decision': 'allow', 'subject': 'agricultural manager', 'action': 'alter', 'resource': 'crop production plan', 'purpose': 'optimizing yield', 'condition': 'operation is within business hours and validated by a supervisor'}]","agricultural manager is shall to alter crop production plan for the purpose of optimizing yield, if operation is within business hours and validated by a supervisor",4
198,The administrator has chosen the same drug from both lists.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'choose', 'resource': 'same drug', 'condition': 'none', 'purpose': 'performance optimization'}]",administrator is authorized to choose same drug for the purpose of performance optimization,5
199,"Reviews can either be submitted via a webpage, or filled in off-line and emailed.","[{'decision': 'allow', 'subject': 'employees in the hr department', 'action': 'submit', 'resource': 'review', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'fill in', 'resource': 'review', 'condition': 'none', 'purpose': 'none'}]",employees in the hr department is able to submit review and review is allowed to be fill in,1
200,CyberChair checks the review forms for correctness and transforms them into a format that can be used for display in a browser.,"[{'decision': 'allow', 'subject': 'cyberchair', 'action': 'check', 'resource': 'review form', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'transform', 'resource': 'review form', 'condition': 'none', 'purpose': 'display in browser'}]",cyberchair is allowed to check review form and review form is allowed to be transform for the purpose of display in browser,6
201," ""The system administrator is responsible for managing user accounts and assigning access privileges.""","[{'decision': 'allow', 'subject': 'system administrator', 'action': 'managing', 'resource': 'user account', 'condition': ""during business hours and customer's consent is received"", 'purpose': 'assigning access privilege'}]","system administrator is shall to managing user account for the purpose of assigning access privilege, if during business hours and customer's consent is received",4
202,"The pharmacy system should not read medical records, even if it can read patient orders.","[{'decision': 'allow', 'subject': 'pharmacy system', 'action': 'read', 'resource': 'patient order', 'condition': 'none', 'purpose': 'view complete details about the referral'}, {'decision': 'deny', 'subject': 'pharmacy system', 'action': 'read', 'resource': 'medical record', 'condition': 'none', 'purpose': 'none'}]",pharmacy system is authorized to read patient order for the purpose of view complete details about the referral and pharmacy system is shall not to read medical record,5
203,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,"[{'decision': 'allow', 'subject': 'user', 'action': 'display', 'resource': 'his or her appointments in the current month', 'condition': 'none', 'purpose': 'crop management and health safety'}, {'decision': 'allow', 'subject': 'patient', 'action': 'display', 'resource': 'his or her appointments in the current month', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'display', 'resource': 'his or her appointments in the current month', 'condition': 'none', 'purpose': 'none'}]",user is authorized to display his or her appointments in the current month for the purpose of crop management and health safety and patient is allowed to display his or her appointments in the current month and lhcp is allowed to display his or her appointments in the current month,5
204,"In the marketing department, only the managers and above can access marketing strategy documents for the purpose of planning, given that the documents have been not marked as confidential by the directors.","[{'decision': 'allow', 'subject': 'account manager', 'action': 'access', 'resource': 'marketing strategy document', 'purpose': 'planning', 'condition': 'document is not marked confidential by directors'}, {'decision': 'allow', 'subject': 'above manager', 'action': 'access', 'resource': 'marketing strategy document', 'purpose': 'planning', 'condition': 'document is not marked confidential by directors'}]","account manager is shall to access marketing strategy document for the purpose of planning, if document is not marked confidential by directors and above manager is authorized to access marketing strategy document for the purpose of planning, if document is not marked confidential by directors",1
205,"The Patient is presented with a list of physical services, populated by the LOINC codes (UC15) currently stored in iTrust.","[{'decision': 'deny', 'subject': 'non', 'action': 'present', 'resource': 'list of physical service', 'condition': 'none', 'purpose': 'none'}]",non is shall not to present list of physical service,0
206,"Human resource employees can alter employee data, but only for the purpose of adjusting payroll information, and only if they have received written approval from their supervisor.","[{'decision': 'allow', 'subject': 'none', 'action': 'alter', 'resource': 'employee data', 'purpose': 'adjusting payroll information', 'condition': 'received written approval from their supervisor'}]","employee data is authorized to be alter for the purpose of adjusting payroll information, if received written approval from their supervisor",6
207,The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'agencie', 'action': 'authenticate', 'resource': 'himself or herself', 'condition': 'none', 'purpose': 'none'}]",agencie is able to authenticate himself or herself,1
208,The LHCP does not confirm the selection and can try again.,"[{'decision': 'deny', 'subject': 'lhcp', 'action': 'confirm', 'resource': 'selection', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'try', 'resource': 'again', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall not to confirm selection and again is able to be try,6
209,"In the current paper system, all the information stored about a resident is accessible to the resident by arrangement with the manager.","[{'decision': 'allow', 'subject': 'resident', 'action': 'access', 'resource': 'information stored about a resident', 'condition': 'during working hours and not in public places', 'purpose': 'none'}]",resident is shall to access information stored about a resident if during working hours and not in public places,4
210,This crucial task should not be performed by a single user.,"[{'decision': 'deny', 'subject': 'single user', 'action': 'perform', 'resource': 'crucial task', 'condition': 'none', 'purpose': 'none'}]",single user is unauthorized to perform crucial task,11
211,"Adjunct professors are allowed to read and write coursework materials solely for the purpose of course preparation, provided they have completed the 'Course Material Handling' training in the last 6 months.","[{'decision': 'allow', 'subject': 'adjunct professor', 'action': 'read', 'resource': 'coursework material', 'purpose': 'course preparation', 'condition': 'none'}, {'decision': 'allow', 'subject': 'adjunct professor', 'action': 'write', 'resource': 'coursework material', 'purpose': 'course preparation', 'condition': 'completed course material handling training in the last 6 months'}]","adjunct professor is shall to read coursework material for the purpose of course preparation and adjunct professor is able to write coursework material for the purpose of course preparation, if completed course material handling training in the last 6 months",8
212,This crucial task must not be undertaken by this third user for his safety.,"[{'decision': 'deny', 'subject': 'third user', 'action': 'undertake', 'resource': 'licensed healthcare professional', 'condition': 'none', 'purpose': 'his safety'}]",third user is not able to undertake licensed healthcare professional for the purpose of his safety,3
213,Only the manager is allowed to add a new resident to the system and to start or update the care plan of a resident.,"[{'decision': 'allow', 'subject': 'manager', 'action': 'add', 'resource': 'new resident', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'manager', 'action': 'update', 'resource': 'care plan of a resident', 'condition': 'none', 'purpose': 'none'}]",manager is authorized to add new resident and manager is authorized to update care plan of a resident,10
214,"School administrators may access and alter student academic records for the purpose of updating grades and performance metrics, provided the changes are approved and documented by the responsible teacher.","[{'decision': 'allow', 'subject': 'school administrator', 'action': 'indicate', 'resource': 'student academic record', 'purpose': 'updating grades and performance metrics', 'condition': 'changes are approved and documented by the responsible teacher'}, {'decision': 'allow', 'subject': 'school administrator', 'action': 'alter', 'resource': 'student academic record', 'purpose': 'updating grades and performance metrics', 'condition': 'changes are approved and documented by the responsible teacher'}]","school administrator is shall to indicate student academic record for the purpose of updating grades and performance metrics, if changes are approved and documented by the responsible teacher and school administrator is authorized to alter student academic record for the purpose of updating grades and performance metrics, if changes are approved and documented by the responsible teacher",2
215,"Billing department personnel are authorized to access and modify patient payment details for recovery purposes, but only during normal working hours.","[{'decision': 'allow', 'subject': 'billing department personnel', 'action': 'access', 'resource': 'patient payment details', 'purpose': 'recovery purposes', 'condition': 'during normal working hours'}]","billing department personnel is able to access patient payment details for the purpose of recovery purposes, if during normal working hours",10
216,An LHCP or UAP can add patients from his monitoring list.,"[{'decision': 'allow', 'subject': 'uap', 'action': 'add', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'add', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}]",uap is allowed to add patient and lhcp is authorized to add patient,11
217,"For example, write a check use case should be invoked by (authorized to) clerk role.","[{'decision': 'allow', 'subject': 'none', 'action': 'invoke', 'resource': 'write a check use case', 'condition': 'none', 'purpose': 'none'}]",write a check use case is allowed to be invoke,6
218,"A patient, personal health representative or HCP views laboratory procedure status.","[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'laboratory procedure statu', 'condition': 'none', 'purpose': 'none'}]",patient is shall to view laboratory procedure statu and hcp is allowed to view laboratory procedure statu and laboratory procedure statu is allowed to be view,6
219,"Teachers are allowed to view and update their assigned students' academic progress records during school hours for the purpose of grading and feedback, provided that the student has given consent.","[{'decision': 'allow', 'subject': 'teacher', 'action': 'view', 'resource': 'assigned students academic progress record', 'purpose': 'grading and feedback', 'condition': 'student has given consent'}, {'decision': 'allow', 'subject': 'none', 'action': 'update', 'resource': 'assigned students academic progress record', 'purpose': 'grading and feedback', 'condition': 'student has given consent'}]","teacher is allowed to view assigned students academic progress record for the purpose of grading and feedback, if student has given consent and assigned students academic progress record is allowed to be update for the purpose of grading and feedback, if student has given consent",6
220,Pharmacy technicians are allowed to access patient medication records for the purpose of drug dispensing under the condition that the pharmacist has validated the prescription.,"[{'decision': 'deny', 'subject': 'pharmacy technician', 'action': 'access', 'resource': 'patient medication record', 'purpose': 'drug dispensing', 'condition': 'pharmacist has validated the prescription'}]","pharmacy technician is shall not to access patient medication record for the purpose of drug dispensing, if pharmacist has validated the prescription",0
221,"If the Student selected “Create a Schedule”, the Create  a Schedule subflow is executed.","[{'decision': 'allow', 'subject': 'none', 'action': 'execute', 'resource': 'create a schedule subflow', 'condition': 'student selected create a schedule', 'purpose': 'yearly review'}]","create a schedule subflow is able to be execute for the purpose of yearly review, if student selected create a schedule",5
222,The LHCP schedules an appointment with a patient.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'schedule', 'resource': 'appointment', 'condition': 'none', 'purpose': 'store possibly and possibly retrieve data from passwordprotected areas controlled by cyberchair'}]",lhcp is authorized to schedule appointment for the purpose of store possibly and possibly retrieve data from passwordprotected areas controlled by cyberchair,5
223,The LHCP is not able to edit any past appointments.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'edit', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",lhcp is allowed to edit,7
224,"Billing department personnel are authorized to access and modify patient payment details for recovery purposes, but only during normal working hours.","[{'decision': 'allow', 'subject': 'billing department personnel', 'action': 'access', 'resource': 'patient payment details', 'purpose': 'none', 'condition': 'during normal working hours'}, {'decision': 'allow', 'subject': 'billing department personnel', 'action': 'modify', 'resource': 'patient payment details', 'purpose': 'recovery purposes', 'condition': 'during normal working hours'}]","billing department personnel is shall to access patient payment details if during normal working hours and billing department personnel is authorized to modify patient payment details for the purpose of recovery purposes, if during normal working hours",9
225,IT managers are allowed to access and modify system configurations for troubleshooting purposes during regular working hours.,"[{'decision': 'allow', 'subject': 'IT manager', 'action': 'access', 'resource': 'system configuration', 'purpose': 'troubleshooting', 'condition': 'during regular working hours'}, {'decision': 'allow', 'subject': 'none', 'action': 'modify', 'resource': 'system configuration', 'purpose': 'troubleshooting', 'condition': 'during regular working hours'}]","IT manager is authorized to access system configuration for the purpose of troubleshooting, if during regular working hours and system configuration is able to be modify for the purpose of troubleshooting, if during regular working hours",6
226,System presents an automatically-calculated value of BMI calculated based on the formula.,"[{'decision': 'allow', 'subject': 'system', 'action': 'allow', 'resource': 'automaticallycalculated value of bmi', 'condition': 'none', 'purpose': 'none'}]",system is allowed to allow automaticallycalculated value of bmi,2
227,"IT staff have the full authority to access and modify the server data for maintaining and improving system performance, provided that all modification activities are logged and regularly monitored.","[{'decision': 'allow', 'subject': 'IT staff', 'action': 'make', 'resource': 'server data', 'purpose': 'maintaining and improving system performance', 'condition': 'all modification activities are logged and regularly monitored'}, {'decision': 'allow', 'subject': 'IT staff', 'action': 'modify', 'resource': 'server data', 'purpose': 'maintaining and improving system performance', 'condition': 'all modification activities are logged and regularly monitored'}]","IT staff is authorized to make server data for the purpose of maintaining and improving system performance, if all modification activities are logged and regularly monitored and IT staff is authorized to modify server data for the purpose of maintaining and improving system performance, if all modification activities are logged and regularly monitored",2
228,"Only the school principal, vice-principal, and administrative staff are permitted to view and modify student records for administrative purposes, provided that parental consent is obtained.","[{'decision': 'allow', 'subject': 'school principal', 'action': 'view', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}, {'decision': 'deny', 'subject': 'school principal', 'action': 'modify', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}, {'decision': 'allow', 'subject': 'vice-principal', 'action': 'view', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}, {'decision': 'allow', 'subject': 'vice-principal', 'action': 'modify', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}, {'decision': 'allow', 'subject': 'administrative staff', 'action': 'view', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}, {'decision': 'allow', 'subject': 'administrative staff', 'action': 'modify', 'resource': 'student record', 'purpose': 'administrative purposes', 'condition': 'parental consent is obtained'}]","school principal is shall to view student record for the purpose of administrative purposes, if parental consent is obtained and school principal is prohibited to modify student record for the purpose of administrative purposes, if parental consent is obtained and vice-principal is shall to view student record for the purpose of administrative purposes, if parental consent is obtained and vice-principal is authorized to modify student record for the purpose of administrative purposes, if parental consent is obtained and administrative staff is able to view student record for the purpose of administrative purposes, if parental consent is obtained and administrative staff is shall to modify student record for the purpose of administrative purposes, if parental consent is obtained",0
229,The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors.,"[{'decision': 'allow', 'subject': 'tenured assistant professor', 'action': 'analyze', 'resource': 'data in the database', 'condition': 'none', 'purpose': 'determine if the patient exhibits one or more risk factor'}]",tenured assistant professor is able to analyze data in the database for the purpose of determine if the patient exhibits one or more risk factor,1
230,"If someone is not a pc-chair or admin, then he or she can never see paper-review-rc for which he or she is conflicted.","[{'decision': 'deny', 'subject': 'none', 'action': 'see', 'resource': 'paperreviewrc', 'condition': 'person is not a pcchair or admin', 'purpose': 'none'}]",paperreviewrc is shall not to be see if person is not a pcchair or admin,6
231,The LHCP chooses to view all patients with which he or she has ever had an office visit with.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'patients with which he or she has ever had an office visit with', 'condition': 'registration has been completed in this semester', 'purpose': 'none'}]",lhcp is authorized to view patients with which he or she has ever had an office visit with if registration has been completed in this semester,4
232,IT personnel can access confidential system files for maintenance purposes only when a system malfunction has been confirmed by the system administrator.,"[{'decision': 'allow', 'subject': 'IT personnel', 'action': 'access', 'resource': 'confidential system file', 'purpose': 'none', 'condition': 'a system malfunction has been confirmed by the system administrator'}]",IT personnel is authorized to access confidential system file if a system malfunction has been confirmed by the system administrator,9
233,An LHCP wishes to reply to a message.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'reply', 'resource': 'week', 'condition': 'none', 'purpose': 'none'}]",lhcp is able to reply week,3
234,This crucial task should not be performed by a single user.,"[{'decision': 'deny', 'subject': 'single user', 'action': 'perform', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",single user is shall not to perform,7
235,"Billing department personnel are authorized to access and modify patient payment details for recovery purposes, but only during normal working hours.","[{'decision': 'deny', 'subject': 'billing department personnel', 'action': 'access', 'resource': 'patient payment details', 'purpose': 'recovery purposes', 'condition': 'during normal working hours'}, {'decision': 'allow', 'subject': 'billing department personnel', 'action': 'modify', 'resource': 'patient payment details', 'purpose': 'recovery purposes', 'condition': 'during normal working hours'}]","billing department personnel is prohibited to access patient payment details for the purpose of recovery purposes, if during normal working hours and billing department personnel is authorized to modify patient payment details for the purpose of recovery purposes, if during normal working hours",0
236,"An administrator enters a LHCP, ER, or public health agent as a user of iTrust Medical Records system, initially only the name and email are provided.","[{'decision': 'allow', 'subject': 'cfo', 'action': 'enter', 'resource': 'er', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'administrator', 'action': 'enter', 'resource': 'lhcp', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'administrator', 'action': 'enter', 'resource': 'public health agent', 'condition': 'none', 'purpose': 'none'}]",cfo is authorized to enter er and administrator is authorized to enter lhcp and administrator is allowed to enter public health agent,1
237,These overviews can be printed in case reviewers want to read the abstracts offline.,"[{'decision': 'allow', 'subject': 'none', 'action': 'print', 'resource': 'overview', 'condition': 'reviewers want to read the abstracts offline', 'purpose': 'none'}]",overview is authorized to be print if reviewers want to read the abstracts offline,11
238,"HR managers are allowed to read, write and erase employee personal data for administrative tasks only during office hours.","[{'decision': 'allow', 'subject': 'HR manager', 'action': 'read', 'resource': 'employee personal data', 'purpose': 'administrative task', 'condition': 'during office hours'}, {'decision': 'allow', 'subject': 'HR manager', 'action': 'write', 'resource': 'specialty for a new lt ( blood, tissue, or general)', 'purpose': 'administrative task', 'condition': 'during office hours'}, {'decision': 'allow', 'subject': 'HR manager', 'action': 'erase', 'resource': 'employee personal data', 'purpose': 'administrative task', 'condition': 'during office hours'}]","HR manager is able to read employee personal data for the purpose of administrative task, if during office hours and HR manager is able to write specialty for a new lt ( blood, tissue, or general) for the purpose of administrative task, if during office hours and HR manager is able to erase employee personal data for the purpose of administrative task, if during office hours",3
239,Clerk can read from database.,"[{'decision': 'allow', 'subject': 'clerk', 'action': 'publish', 'resource': 'database', 'condition': 'none', 'purpose': 'none'}]",clerk is allowed to publish database,2
240,"If a course offering becomes full while a student is building a schedule including that offering, the student must be notified.","[{'decision': 'allow', 'subject': 'none', 'action': 'notify', 'resource': 'school policy', 'condition': 'course offering becomes full while a student is building a schedule including that offering', 'purpose': 'none'}]",school policy is able to be notify if course offering becomes full while a student is building a schedule including that offering,3
241,"IT department employees are allowed to access, modify and delete company's sensitive data files from the server for maintenance purposes only on weekends.","[{'decision': 'allow', 'subject': 'IT department employee', 'action': 'access', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'modify', 'resource': 'patient', 'purpose': 'maintenance', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'delete', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}]","IT department employee is authorized to access company's sensitive data files for the purpose of maintenance, if on weekends and IT department employee is authorized to modify patient for the purpose of maintenance, if on weekends and IT department employee is allowed to delete company's sensitive data files for the purpose of maintenance, if on weekends",3
