,Unnamed: 0,input,acp,output,origin
120,1172,"Additionally, the HCP can document none, one, or more medications (NDC, see Data Format 6.6) prescribed ; none, one, or more lab procedures that are ordered (LOINC code, see Data Format 6.11)(UC26); none, one, or more diagnoses (via the ICD-9CM code); none, one, or more medical procedures (CPT code) performed; and none, one, or more immunizations given (CPT Code, see UC15, S1) chosen from appropriate pull-down lists.",1.0,{decision: allow; subject: hcp; action: document; resource: medication; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: lab procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: diagnosis; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: medical procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: immunization; purpose: none; condition: none},acre
121,1184,He or she can report the blood pressure (systolic and diastolic)  possibly and possibly glucose levels  for the patient.,1.0,{decision: allow; subject: he; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose level; purpose: none; condition: none},acre
122,1185,The administrator can select a particular pair of drugs and delete the interaction between the two drugs.,1.0,{decision: allow; subject: administrator; action: select; resource: drug; purpose: none; condition: none | decision: allow; subject: administrator; action: delete; resource: interaction; purpose: none; condition: none},acre
123,1198," If it loads drugs into the dispenser, however, it should not perform these operation.",1.0,{decision: deny; subject: it; action: perform; resource: operations; condition: it loads drugs into the dispenser; purpose: none},collected_train
124,1200,Professors cannot continue their courses after registration for our current semester is closed for the study break.,1.0,{decision: deny; subject: professors; action: continue; resource: courses; purpose: study break; condition: registration for our current semester is closed},collected_train
125,1209,A UAP can select to report height or weight or pedometer measurements.,1.0,{decision: allow; subject: uap; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: pedometer measurements; purpose: none; condition: none},acre
126,1231,Employees are required to complete the safety training course before accessing the construction site.,1.0,{decision: allow; subject: employee; action: complete; resource: safety training course; condition: before accessing the construction site.; purpose: none},collected_train
127,1236,"(Unless a patient or personal representative has not yet completed an approved survey to the satisfaction of their staff for an office visit), the patient may not conduct the survey for an actual visit.",1.0,{decision: deny; subject: patient; action: conduct; resource: survey; purpose: actual visit; condition: patient or personal representative has not yet completed an approved survey to the satisfaction of their staff for an office visit},collected_train
128,1241,Designated Licensed Health Care Professional (DLHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,1.0,{decision: allow; subject: designated licensed health care professional; action: view; resource: medical record; purpose: none; condition: none},acre
129,1245,"For the diagnostic licensing system that a patient must restrict, you, also known as them, cannot decide to request licensed physicians in public health, possibly and any other licensed medical professionals, possibly and perhaps no one.",1.0,{decision: deny; subject: patient; action: request; resource: designated licensed physicians; purpose: the diagnostic licensing system; condition: none | decision: deny; subject: patient; action: request; resource: licensed medical professionals; purpose: the diagnostic licensing system; condition: none},collected_train
130,1258,Staff can print on HP Laserjet 1.,1.0,{decision: allow; subject: staff; action: print; resource: hp laserjet 1; purpose: none; condition: none},collected
131,1260,"If the subject is a student, then do not permit that subject to assign grades.",1.0,{decision: deny; subject: subject; action: assign; resource: grade; purpose: none; condition: subject is a student},collected
132,1267,This use case allows a Student to register for course offerings in the current semester.,1.0,{decision: allow; subject: student; action: register; resource: course offering; purpose: none; condition: none},ibm
133,1268,A patient is added to the list by the LHCP or UAP through typing in the patient's MID or name.,1.0,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none},t2p
134,1274,Patient MID should be the number assigned when the patient is added to the system and cannot be edited if the patient is not present.,1.0,{decision: deny; subject: none; action: edit; resource: patient mid; purpose: none; condition: patient is not present | decision: allow; subject: none; action: assign; resource: patient mid; purpose: none; condition: patient is added},collected_train
135,1296," ""Writing to Resource F is prohibited for unauthorized subjects for any purpose.""",1.0,{decision: allow; subject: unauthorized subjects; action: write; resource: f; condition: none; purpose: any},collected_train
136,1306,The patient then chooses the beginning and end date for the period of time.,1.0,{decision: allow; subject: patient; action: choose; resource: beginning date; purpose: none; condition: none | decision: allow; subject: patient; action: choose; resource: end date; purpose: none; condition: none},t2p
137,1312,The iTrust user (patient or HCP) has been authenticated in the iTrust Medical Records system (UC3).,1.0,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: hcp; condition: none; purpose: none},acre
138,1332,"The LHCP can view a prescription list for that patient, sorted by start date.",1.0,{decision: allow; subject: lhcp; action: view; resource: prescription list; purpose: none; condition: none},t2p
139,1335,The Close Registration processing cannot be performed if registration is in progress.,1.0,{decision: deny; subject: none; action: perform; resource: close registration processing; purpose: none; condition: registration is in progress},ibm
140,1337,CyberChair generates a paper distribution proposal for the PCC.,1.0,{decision: allow; subject: cyberchair; action: generate; resource: paper distribution proposal; purpose: none; condition: none},cyber
141,1354,"Doctors also cannot make private notes about the resident that, same as doctor-patient interactions, are not visible to the staff of specialized services.",1.0,{decision: deny; subject: doctors; action: make; resource: private notes about the resident; purpose: none; condition: none | decision: deny; subject: staff of specialized services; action: view; resource: doctor-patient interactions; purpose: none; condition: none},collected_train
142,1355,Note that the administrator is actually is unable to delete an existing entry when modify your reason id number with an object file.,1.0,{decision: deny; subject: administrator; action: delete; resource: existing entry; purpose: none; condition: modify your reason id number with an object file},collected_train
143,1372,"This system must prohibit researchers from changing their timetables earlier than their own, and prevent professors from writing new courses for other professors.",1.0,{decision: deny; subject: professors; action: write; resource: courses; purpose: none; condition: none | decision: deny; subject: researchers; action: change; resource: timetables; purpose: none; condition: none},collected_train
144,1374,The administrator will maintain a listing of allowable diagnoses that an LHCP can use.,1.0,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable diagnoses; purpose: none; condition: none},acre
145,1375,A patient inputs his blood pressure or glucose levels.,1.0,{decision: allow; subject: patient; action: input; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: patient; action: input; resource: glucose level; purpose: none; condition: none},t2p
146,1380,HCP cannot print or edit demographic information if the patient's security rating or password is approved in accordance with standard format 6.1.,1.0,"{decision: deny; subject: hcp; action: print; resource: demographic information; purpose: none; condition: ""patients security rating or password is approved in accordance with standard format 6.1"" | decision: deny; subject: hcp; action: edit; resource: demographic information; purpose: none; condition: ""patients security rating or password is approved in accordance with standard format 6.1""}",collected_train
147,1383,"Many PC users, with the exception of one or more authors of an essay, can know who the reviewers of a project are.",1.0,{decision: allow; subject: pc users; action: know; resource: reviewers of a project; purpose: none; condition: none | decision: deny; subject: authors of an essay; action: know; resource: reviewers of a project; purpose: none; condition: none},collected_train
148,1384,"In an electronic system, we cannot allow residents to connect to the network at any time, as long as they can only view their own data and not make arbitrary changes.",1.0,{decision: deny; subject: residents; action: connect; resource: network; purpose: none; condition: they can only view their own data and not make arbitrary changes},collected_train
149,1395,A patient can report physiologic measurements.,1.0,{decision: allow; subject: patient; action: report; resource: physiologic measurement; purpose: none; condition: none},t2p
150,1408,"At this point, the LHCP can view a prescription list for that patient , sorted by start date (the later date is ranked earlier).",1.0,{decision: allow; subject: lhcp; action: view; resource: prescription list; purpose: none; condition: none},acre
151,1416,"An administrator enters a LHCP, an ER, or a public healh agent.",1.0,{decision: allow; subject: administrator; action: enter; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: er; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: public health agent; purpose: none; condition: none},t2p
152,1423,A fake email is sent to the patient or representative alerting the patient or representative that a new message reply has arrived.,1.0,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none},acre
153,1437,"While she was able to enter the medical records of the past and a resident is admitted, Carol cannot add other entries to each system.",1.0,{decision: allow; subject: carol; action: enter; resource: medical records of the past; purpose: none; condition: none | decision: deny; subject: carol; action: add; resource: other entries; purpose: none; condition: none},collected_train
154,1444,"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).",1.0,{decision: allow; subject: admin; action: specify; resource: specialty for a new lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: specify; resource: specialty for a new lt; purpose: none; condition: none},acre
155,1460,An LHCP views a list of his upcoming appointments.,1.0,{decision: allow; subject: lhcp; action: view; resource: upcoming appointment; purpose: none; condition: none},t2p
156,1481,"In case the ’expertise-value’ is equal, the reviewer with the least number of papers assigned so far ’gets’ the paper.",1.0,{decision: allow; subject: reviewer; action: get; resource: paper; purpose: none; condition: ’expertise-value’ is equal},cyber
157,1489,"The LHCP requests a comprehensive report for all patients with a specified gender, age, and diagnosis .",1.0,{decision: allow; subject: lhcp; action: request; resource: report; purpose: none; condition: none},acre
158,1495,"The input data, a timestamp, and the fact that the status was reported by ""case manager"" and their MID are saved.",1.0,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: mid; purpose: none; condition: none},acre
159,1513,Employees are allowed to submit expense claims with a receipt as proof for reimbursement.,1.0,{decision: allow; subject: employees; action: submit; resource: expense claims; condition: none; purpose: reimbursement},collected_train
160,1519,"That system must keep students from choosing study schedules other on their own, and professors from modifying their course schedule for other professors.",1.0,{decision: deny; subject: students; action: choose; resource: study schedules; purpose: none; condition: none | decision: deny; subject: professors; action: modify; resource: course schedule; purpose: none; condition: none},collected_train
161,1522,A patient can select to report physiologic measurements for those whose at least one physiologic data type is specified to be under monitoring and for whom he or she is a patient representative.,1.0,{decision: allow; subject: patient; action: report; resource: physiologic measurement; purpose: none; condition: none},acre
162,1539,"The patient may type a last name or partial last name, and optionally reduces the list of choices by providing the specialty.",1.0,{decision: allow; subject: patient; action: type; resource: last name; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: partial last name; purpose: none; condition: none | decision: allow; subject: patient; action: reduce; resource: list of choices; purpose: none; condition: none},t2p
163,1540,"All PC members, with the exception of the authors of a paper, can know who the reviewers of that work are.",1.0,{decision: allow; subject: pc members; action: know; resource: reviewers of that work; purpose: none; condition: none | decision: deny; subject: authors of a paper; action: know; resource: reviewers of that work; purpose: none; condition: none},collected_train
164,1541,"If the administrator is responsible, he may not change the reason ID number to open an account.",1.0,{decision: deny; subject: administrator; action: change; resource: reason id number; purpose: open an account; condition: administrator is responsible},collected_train
165,1546,"The system must prevent students from continuing a program that is inferior to their degree, but also from changing certain course offerings or other professors.",1.0,{decision: deny; subject: students; action: continue; resource: program; purpose: none; condition: none | decision: deny; subject: students; action: change; resource: course offerings; purpose: none; condition: none | decision: deny; subject: students; action: change; resource: other professors; purpose: none; condition: none},collected_train
166,1552,A patient reports an event related to a prescription drug or immunization reaction.,1.0,{decision: allow; subject: patient; action: report; resource: event; purpose: none; condition: none},t2p
167,1564,"A patient, personal representative or LHCP views prescription reports.",1.0,{decision: allow; subject: patient; action: view; resource: prescription report; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: prescription report; purpose: none; condition: none | decision: allow; subject: personal representative; action: view; resource: prescription report; purpose: none; condition: none},t2p
168,1596,An LHCP or UAP can add patients from his monitoring list.,1.0,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none},t2p
169,1611,The system shall append 20 more activities to the end of the currently listed activities on the same page.,1.0,{decision: allow; subject: system; action: append; resource: activity; condition: none; purpose: none},acre
170,1615,"In the list of in transit lab procedures , the Lab Technician can update the status to received when the sample has been received in his or her lab.",1.0,{decision: allow; subject: lab technician; action: update; resource: status; purpose: none; condition: in the list of in transit lab procedures},acre
171,1619,A reviewer of a work may resign unless he has already appointed a sub-reviewer for the work.,1.0,{decision: deny; subject: reviewer of a work; action: resign; resource: none; purpose: none; condition: he has already appointed a sub-reviewer for the work},collected_train
172,1645,A patient may view his or her own lab procedure results .,1.0,{decision: allow; subject: patient; action: view; resource: lab procedure result; purpose: none; condition: none},acre
173,1656,Practitioners cannot  add private notes about a resident.,1.0,{decision: deny; subject: practitioners; action: add; resource: private notes about a resident; purpose: none; condition: none},collected_train
174,1661,"Customer Service Reps, Pharmacists, and Billing Reps can collect and use customer name and e-mail addresses.",1.0,{decision: allow; subject: pharmacist; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: pharmacist; action: collect; resource: e-mail address; purpose: none; condition: none | decision: allow; subject: pharmacist; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: pharmacist; action: use; resource: e-mail address; purpose: none; condition: none | decision: allow; subject: billing rep; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: billing rep; action: collect; resource: e-mail address; purpose: none; condition: none | decision: allow; subject: billing rep; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: billing rep; action: use; resource: e-mail address; purpose: none; condition: none | decision: allow; subject: customer service rep; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: customer service rep; action: collect; resource: e-mail address; purpose: none; condition: none | decision: allow; subject: customer service rep; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: customer service rep; action: use; resource: e-mail address; purpose: none; condition: none},collected
175,1664,A LHCP reviews the consultation.,1.0,{decision: allow; subject: lhcp; action: review; resource: consultation; purpose: none; condition: none},t2p
176,1672,The system displays a list of course offerings the Professor taught in the previous semester.,1.0,{decision: allow; subject: system; action: display; resource: list of course offerings; purpose: none; condition: none},ibm
177,1677,"All users are given read or write access to objects only of the same classification (a ""secret"" user can only read or write to a secret document).",1.0,{decision: allow; subject: user; action: read; resource: object; purpose: none; condition: none | decision: allow; subject: user; action: write; resource: objects; purpose: none; condition: none | decision: allow; subject: secret user; action: read; resource: secret document; purpose: none; condition: none | decision: allow; subject: secret user; action: write; resource: secret document; purpose: none; condition: none},collected
178,1680,The LHCP is unable to process or remove previous appointments.,1.0,{decision: deny; subject: lhcp; action: process; resource: previous appointments; purpose: none; condition: none | decision: deny; subject: lhcp; action: remove; resource: previous appointments; purpose: none; condition: none},collected_train
179,1702,A manager should be able to access the financial reports to analyze the company's performance.,1.0,"{decision: allow; subject: manager; action: access; resource: financial reports; condition: none; purpose: ""analyze the companys performance""}",collected_train
180,1703," ""Only managers and supervisors can access performance reports of their respective teams.""",1.0,{decision: allow; subject: managers; action: access; resource: performance reports; condition: none; purpose: none | decision: allow; subject: supervisors; action: access; resource: performance reports; condition: none; purpose: none},collected_train
181,1732,To complete the registration process the applicant must provide a valid email address.,1.0,{decision: allow; subject: applicant; action: provide; resource: email address; condition: none; purpose: complete the registration process},collected_train
182,1736,"The HCP must provide instructions, or else they cannot add the prescription.",1.0,{decision: allow; subject: hcp; action: provide; resource: instruction; purpose: none; condition: none | decision: deny; subject: hcp; action: add; resource: prescription; purpose: none; condition: none},t2p
183,1737,A user enters their MID and their password to gain role-based entry into the iTrust Medical Records system  or requests that their password be changed .,1.0,{decision: allow; subject: user; action: enter; resource: mid; purpose: gain role-based entry into the itrust medical records system; condition: none | decision: allow; subject: user; action: enter; resource: password; purpose: gain role-based entry into the itrust medical records system; condition: none | decision: allow; subject: user; action: request; resource: password; purpose: change; condition: none},acre
184,1740,Another physician then should not read the resident\'s doctor medical records to protect confidentiality ( then continues to obtain private notes regarding the resident ’ s resident doctor ).,1.0,{decision: deny; subject: another physician; action: read; resource: residents doctor medical records; purpose: protect confidentiality; condition: none | decision: deny; subject: another physician; action: obtain; resource: private notes; purpose: protect confidentiality; condition: none},collected_train
185,1741,"The HCP must enter this message to the person concerned, but is restricted to enter or edit this information.",1.0,{decision: allow; subject: hcp; action: enter; resource: message; purpose: none; condition: none | decision: deny; subject: hcp; action: enter; resource: information; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: information; purpose: none; condition: none},collected_train
186,1750,The LHCP must confirm the delete.,1.0,{decision: allow; subject: lhcp; action: confirm; resource: delete; purpose: none; condition: none},t2p
187,1755,"If the publisher allows electronic versions, the maintainer should send or upload the proceedings, for further preparation by the publisher.",1.0,{decision: allow; subject: maintainer; action: send; resource: proceeding; purpose: further preparation by the publisher; condition: publisher allows electronic versions | decision: allow; subject: maintainer; action: upload; resource: proceeding; purpose: further preparation by the publisher; condition: publisher allows electronic versions},cyber
188,1758,The patient can view contact information of a selected LHCP shown in the expired prescription list.,1.0,{decision: allow; subject: patient; action: view; resource: contact information; purpose: none; condition: none},t2p
189,1796,The representative views his message inbox.,1.0,{decision: allow; subject: representative; action: view; resource: message inbox; purpose: none; condition: none},t2p
190,1802,"The input data, a timestamp, and the fact that the status was reported by ""patient representative"" and his or her MID are saved.",1.0,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: mid; purpose: none; condition: none},acre
191,1803,A non-editor resigns unless he has already completed his review.,1.0,{decision: allow; subject: non-editor; action: resign; resource: none; purpose: none; condition: he has already completed his review},collected_train
192,1804,The maintainer should make sure that enough disk space is available to store the papers.,1.0,{decision: allow; subject: maintainer; action: make; resource: disk space; condition: none; purpose: none},cyber
193,1829,The doctor will then have temporary access to the resident's medical records (but not to the private notes of the resident's ordinary doctor).,1.0,{decision: allow; subject: doctor; action: access; resource: residents medical records; purpose: none; condition: none | decision: deny; subject: doctor; action: access; resource: private notes of the residents ordinary doctor; purpose: none; condition: none},collected_train
194,1833,"The patient selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date or time equal or after the current date or time is allowed).",1.0,{decision: allow; subject: patient; action: select; resource: type of appointment; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: appointment date; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: start time; purpose: none; condition: none},acre
195,1842,The patient can select a diagnosis and will be presented with the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years.,1.0,{decision: allow; subject: patient; action: select; resource: diagnosis; purpose: none; condition: none},acre
196,1864,The user can select an appointment from the calendar to read the appointment's details.,1.0,{decision: allow; subject: user; action: select; resource: appointment; purpose: read the appointments details; condition: none},t2p
197,1887,All members of FACULTY can ASSIGN both INTERNALGRADES and EXTERNALGRADES.,1.0,{decision: allow; subject: member of faculty; action: assign; resource: externalgrades; purpose: none; condition: none | decision: allow; subject: member of faculty; action: assign; resource: internalgrades; purpose: none; condition: none},collected
198,1893,An LHCP chooses to send a message to a patient or representative (no multiple recipients allowed in a single message).,1.0,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none},acre
199,1894,"During the submission phase, an author may submit a paper.",1.0,{decision: allow; subject: author; action: submit; resource: paper; purpose: none; condition: during the submission phase},collected
200,1911,doctors additionally should not provide specific notes about every resident.,1.0,{decision: deny; subject: doctors; action: provide; resource: specific notes about every resident; purpose: none; condition: none},collected_train
201,1913,Students cannot remain in degree offerings after eligibility for this current semester has been closed.,1.0,"{decision: deny; subject: students; action: remain; resource: degree offerings; purpose: none; condition: after eligibility for this current semester has been closed""}",collected_train
202,1943,The representative types the subject and the text of a message.,1.0,{decision: allow; subject: representative; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: text of a message; purpose: none; condition: none},t2p
203,1947,A sending HCP edits a previously sent patient referral .,1.0,{decision: allow; subject: hcp; action: edit; resource: referral; purpose: none; condition: none},acre
204,1964,The TA is prohibited to read the assigned internal or non-external grades (tc must take full responsibility for solving its problems) for the pupose of changing.,1.0,{decision: deny; subject: ta; action: read; resource: assigned internal grades; purpose: change; condition: none | decision: deny; subject: ta; action: read; resource: non-external grades; purpose: change; condition: none},collected_train
205,1967,"If a patient or Personal Progress Officer has completed only one survey on satisfaction with the doctor's visit as an office assignment, the patient may not complete the survey during a visit to the doctor.",1.0,"{decision: deny; subject: patient; action: complete; resource: survey; purpose: none; condition: ""patient or Personal Progress Officer has completed only one survey on satisfaction with the doctors visit as an office assignment""}",collected_train
206,1968,The table of contents and author index of the proceedings are generated by CyberChair and the camera-ready papers are prepared for electronic delivery to the publisher.,1.0,{decision: allow; subject: cyberchair; action: generate; resource: table of content; purpose: none; condition: none | decision: allow; subject: cyberchair; action: generate; resource: author index; purpose: none; condition: none | decision: allow; subject: cyberchair; action: prepare; resource: camera-ready paper; purpose: electronic delivery to the publisher; condition: none},cyber
207,1972,"A deactivated patient can not modified or log into the system, and can only be reactivated by the administrator.",1.0,{decision: deny; subject: none; action: modify; resource: deactivated patient; purpose: none; condition: none | decision: deny; subject: deactivated patient; action: log; resource: system; purpose: none; condition: none | decision: allow; subject: administrator; action: reactivate; resource: deactivated patient; purpose: none; condition: none},acre
208,1974,The licensed health care professional making a diagnosis determines if a patient is granted the ability to restrict viewing of the diagnosis.,1.0,{decision: allow; subject: licensed health care professional; action: determine; resource: ability; purpose: none; condition: none},acre
209,1977,The LHCP enters and confirms the patient or representative's MID .,1.0,{decision: allow; subject: lhcp; action: enter; resource: patients mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: enter; resource: representatives mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: patients mid; purpose: none; condition: none | decision: allow; subject: lhcp; action: confirm; resource: representatives mid; purpose: none; condition: none},acre
210,1979,"Users can view an Owner's account, but not make changes",1.0,{decision: allow; subject: user; action: view; resource: owner account; purpose: none; condition: none | decision: deny; subject: user; action: change; resource: owner account; purpose: none; condition: none},collected
211,1987,"An LHCP, patient or representative can modify his ""messagedisplayingfilter"" by modifying the following filtering criteria.",1.0,"{decision: allow; subject: lhcp; action: modify; resource: ""messagedisplayingfilter”; purpose: none; condition: none | decision: allow; subject: patient; action: modify; resource: ""messagedisplayingfilter”; purpose: none; condition: none | decision: allow; subject: representative; action: modify; resource: ""messagedisplayingfilter”; purpose: none; condition: none}",t2p
212,1989,"In the current paper system, all the information stored about a resident is accessible to the resident by arrangement with the manager.",1.0,{decision: allow; subject: resident; action: access; resource: information; condition: none; purpose: none},collected
213,1991,The LHCP clicks this number to view the physiologic data monitoring details of his or her patients for the current date.,1.0,{decision: allow; subject: lhcp; action: click; resource: number; purpose: view the physiologic data monitoring details; condition: none},acre
214,2003,"If the subject is a student, subject should not to take this class off the grades.",1.0,{decision: deny; subject: subject; action: take; resource: class; condition: subject is a student; purpose: none},collected_train
215,2014,The system requests that the Registrar enter the professor id.,1.0,{decision: allow; subject: registrar; action: enter; resource: professor id; purpose: none; condition: none},ibm
216,2044,"By default, the messages in the message inbox should be ordered by timestamp, the most recent first.",1.0,{decision: allow; subject: none; action: order; resource: message; purpose: none; condition: none},t2p
217,2047,The administrator is generally not permitted to delete unauthorized entries.,1.0,{decision: deny; subject: administrator; action: delete; resource: unauthorized entries; purpose: none; condition: none},collected_train
218,2050,For administrative purposes any authenticated user can delete Resource C.,1.0,{decision: allow; subject: authenticated user; action: delete; resource: c; condition: none; purpose: administrative purposes},collected_train
219,2058,"The patient may sort the list of referrals by receiving HCP name, time generated, possibly and possibly priority.",1.0,{decision: allow; subject: patient; action: sort; resource: list of referrals; purpose: none; condition: none},acre
220,2076,"The HCP confirms the reassignment, or cancels the reassignment .",1.0,{decision: allow; subject: hcp; action: confirm; resource: reassignment; purpose: none; condition: none | decision: allow; subject: hcp; action: cancel; resource: reassignment; purpose: none; condition: none},acre
222,2098," ""Only users with the role of 'supervisor' can create new project tasks.""",1.0,{decision: allow; subject: users with the role of supervisor; action: create; resource: new project tasks; condition: none; purpose: none},collected_train
223,2124,The patient can choose to click this link.,1.0,{decision: allow; subject: patient; action: click; resource: link; condition: none; purpose: none},acre
224,2134,CyberChair provides web pages for the reviewers to indicate their preference for papers they would like to review.,1.0,{decision: allow; subject: cyberchair; action: provide; resource: webpage; purpose: indicate reviewer’s preference for papers they would like to review; condition: none},cyber
225,2138,Doctors may also add private information about a resident that cannot be written by medical training assistants.,1.0,{decision: allow; subject: doctors; action: add; resource: private information about a resident; purpose: none; condition: none | decision: deny; subject: medical training assistant; action: write; resource: private information about a resident; purpose: none; condition: none},collected_train
226,2150,The HCP types an invalid medical identification number and is prompted to try again.,1.0,{decision: allow; subject: hcp; action: type; resource: invalid medical identification number; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none},acre
227,2152,The reviewer of a paper can assign the paper to be sub-reviewed by an agent who is not an author of the paper and has not been assigned the same paper by another reviewer.,1.0,{decision: allow; subject: reviewer; action: assign; resource: paper; purpose: be sub-reviewed by an agent who is not an author of the paper and has not been assigned the same paper by another reviewer; condition: none},collected
228,2160,System presents a listing of patients for whom they are a DLHCP who need care because of satisfying the one of preceding conditions.,1.0,{decision: allow; subject: system; action: present; resource: listing of patients; purpose: none; condition: none},t2p
229,2179,"A patient, patient representative, or LHCP clicks this number to view his message inbox.",1.0,{decision: allow; subject: patient; action: click; resource: number; purpose: view his message inbox; condition: none | decision: allow; subject: patient representative; action: click; resource: number; purpose: view his message inbox; condition: none | decision: allow; subject: lhcp; action: click; resource: number; purpose: view his message inbox; condition: none},t2p
230,2182,System presents a listing of all immunizations for which he has been administered in the last 12 months.,1.0,{decision: allow; subject: system; action: present; resource: listing of all immunizations; purpose: none; condition: none},t2p
231,2185,An LHCP  views his or her iTrust homepage.,1.0,{decision: allow; subject: lhcp; action: view; resource: itrust homepage; purpose: none; condition: none},acre
232,2188,"If a course offering becomes full while a student is building a schedule including that offering, the student must be notified.",1.0,{decision: allow; subject: none; action: notify; resource: student; purpose: none; condition: course offering becomes full while a student is building a schedule including that offering},ibm
233,2192,Another HCP must not be able to access the patient's personal question by password.,1.0,"{decision: deny; subject: hcp; action: access; resource: ""patients personal question""; purpose: none; condition: none}",collected_train
234,2200,The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled.,1.0,{decision: allow; subject: patient; action: send; resource: message; purpose: request that an appointment be scheduled; condition: none},acre
235,2213,"In both cases, system presents the name of the patient.",1.0,{decision: allow; subject: system; action: present; resource: name; purpose: none; condition: none},t2p
236,2218,"The HCP chooses a specific referral from the list to view complete details about the referral: patient name, receiving HCP name and specialty, time generated, priority, office visit date, and notes.",1.0,{decision: allow; subject: hcp; action: choose; resource: referral; purpose: view complete details about the referral; condition: none},acre
237,2228,HCP must enter a patient's MID and then enter or edit demographic information other than the patient's security question or password in accordance with data format 6.1.,1.0,"{decision: allow; subject: hcp; action: enter; resource: ""patients mid""; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: patient; action: edit; resource: demographic information; purpose: none; condition: none | decision: deny; subject: patient; action: enter; resource: first question; purpose: none; condition: none | decision: deny; subject: patient; action: edit; resource: first question; purpose: none; condition: none | decision: deny; subject: patient; action: enter; resource: password; purpose: none; condition: none | decision: deny; subject: patient; action: edit; resource: password; purpose: none; condition: none}",collected_train
238,2235,"He or she can report his or her daily height (in the format of digits XXXX with the units of ""feet""), daily weight (in the format of digits X with units of ""lbs""), possibly and possibly pedometer readings (in the format of up to 10 digits of integer with units of ""footsteps"") .",1.0,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer reading; purpose: none; condition: none},acre
239,2241,The LHCP opens the message to which he or she wishes to reply.,1.0,{decision: allow; subject: lhcp; action: open; resource: message; purpose: reply; condition: none},t2p
