,input,acp,output
171,"At the beginning of each semester, students may request a course catalogue containing a list of course offerings for the semester.",1,{decision: allow; subject: student; action: request; resource: course catalogue; purpose: none; condition: none}
172,"This specification defines the non-functional requirements of the system; such as reliability, usability, performance, and supportability, as well as functional requirements that are common across a number of use cases.",0,{decision: allow; subject: none; action: define; resource: non-functional requirements of the system; condition: none; purpose: none}
173,Select Courses to Teach,0,{decision: allow; subject: none; action: teach; resource: courses; condition: none; purpose: none}
174,"If the use case was successful, the student information is added, updated, or deleted from the system.",1,{decision: allow; subject: none; action: add; resource: student information; purpose: none; condition: use case was successful | decision: allow; subject: none; action: update; resource: student information; purpose: none; condition: use case was successful | decision: allow; subject: none; action: delete; resource: student information; purpose: none; condition: use case was successful}
175,This use case allows the Registrar to maintain professor information in the registration system.,1,{decision: allow; subject: registrar; action: maintain; resource: professor information; purpose: none; condition: none}
176,"This Supplementary Specification applies to the Course Registration System, which will be developed by the OOAD students.",0,{decision: allow; subject: none; action: apply; resource: course registration system; condition: none; purpose: none}
177,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,1,{decision: allow; subject: professor; action: select; resource: course offering; purpose: none; condition: none}
178,"If, in the Delete A Professor sub-flow, the Registrar decides not to delete the professor, the delete is cancelled, and the Basic Flow is re-started at the beginning.",1,{decision: allow; subject: none; action: re-start; resource: basic flow; purpose: none; condition: in the delete a professor sub-flow_ the registrar decides not to delete the professor_ the delete is cancelled}
179,"If a course fills up during the actual registration process, the student must be notified of the change before submitting the schedule for processing.",1,{decision: allow; subject: none; action: notify; resource: student; purpose: none; condition: course fills up during the actual registration process}
180,Update a Student,0,{decision: allow; subject: none; action: update; resource: student; condition: none; purpose: none}
181,"Once the Registrar provides the requested information, one of the sub flows is executed.",0,{decision: allow; subject: none; action: execute; resource: one of the sub flows; purpose: none; condition: registrar provides the requested information}
182,The system removes the professor from teaching the de-selected course offerings.,1,{decision: allow; subject: system; action: remove; resource: professor; purpose: none; condition: none}
183,The Student selects the course offerings to add from the list of available course offerings.,1,{decision: allow; subject: student; action: select; resource: course offering; purpose: add; condition: none}
184,"The system shall integrate with an existing legacy system, the Course Catalog System, which is an RDBMS database.",0,{decision: allow; subject: system; action: integrate; resource: course catalog system; condition: none; purpose: none | decision: allow; subject: system; action: integrate; resource: legacy system; condition: none; purpose: none}
185,The Student selects 4 primary course offerings and 2 alternate course offerings from the list of available offerings.,1,{decision: allow; subject: student; action: select; resource: primary course offering; purpose: none; condition: none | decision: allow; subject: student; action: select; resource: alternate course offering; purpose: none; condition: none}
186,"If, in the Update a Professor  or Delete a Professor sub-flows, a professor with the specified id number does not exist, the system displays an error message.",1,{decision: allow; subject: system; action: display; resource: error message; purpose: none; condition: professor with the specified id number does not exist in the update a professor  or delete a professor sub-flows}
187,"The Professor can either resolve the schedule conflict (i.e., by canceling his selection to teach one of the course offerings), or cancel the operation, in which case, any selections will be lost, and the use case ends.",1,{decision: allow; subject: professor; action: resolve; resource: schedule conflict; purpose: none; condition: none | decision: allow; subject: professor; action: cancel; resource: operation; purpose: none; condition: none}
188,The schedule is saved in the system.,0,{decision: allow; subject: none; action: save; resource: schedule; purpose: none; condition: none}
189,The Registrar enters the professor id.,1,{decision: allow; subject: registrar; action: enter; resource: professor id; purpose: none; condition: none}
190,The system will continue to attempt to re-send until the Billing System becomes available.,0,{decision: allow; subject: system; action: re-send; resource: billing system; condition: none; purpose: none}
191,The system requests that the Registrar enter the professor id.,1,{decision: allow; subject: registrar; action: enter; resource: professor id; purpose: none; condition: none}
192,"If, in the Delete A Schedule sub-flow, the Student decides not to delete the schedule, the delete is cancelled, and the Basic Flow is re-started at the beginning.",0,{decision: allow; subject: none; action: cancel; resource: the delete; purpose: none; condition: in the delete a schedule sub-flow_ the student decides not to delete the schedule | decision: allow; subject: none; action: re-start; resource: basic flow; purpose: none; condition: in the delete a schedule sub-flow_ the student decides not to delete the schedule}
193,"For each selected course offering on the schedule not already marked as “enrolled in”, the system verifies that the Student has the necessary prerequisites, that the course offering is open, and that there are no schedule conflicts.",1,{decision: allow; subject: system; action: verify; resource: prerequisite; purpose: none; condition: none | decision: allow; subject: system; action: verify; resource: course offering; purpose: none; condition: none | decision: allow; subject: system; action: verify; resource: schedule conflict; purpose: none; condition: none}
194,The new system will access course information from the legacy database but will not update it.,1,{decision: allow; subject: system; action: access; resource: course information; purpose: none; condition: none | decision: deny; subject: system; action: update; resource: course information; purpose: none; condition: none}
195,The system prompts the Registrar to confirm the deletion of the professor.,1,{decision: allow; subject: registrar; action: confirm; resource: deletion of the professor; purpose: none; condition: none}
196,The Registrar enters the student id.,1,{decision: allow; subject: registrar; action: enter; resource: student id; purpose: none; condition: none}
197,The student is added to the system.,1,{decision: allow; subject: none; action: add; resource: student; purpose: none; condition: none}
198,"For each course offering, the system closes all course offerings.",1,{decision: allow; subject: system; action: close; resource: course offering; purpose: none; condition: none}
199,"If no alternates are available, then no substitution will be made.",1,{decision: allow; subject: none; action: make; resource: substitution; purpose: none; condition: no alternates are available}
