,input,acp,output
143,"For this process to work smoothly, the abstracts should be submitted at least one week  before the full paper is submitted.",1,{decision: allow; subject: none; action: submit; resource: abstract; purpose: process to work smoothly; condition: one week  before the full paper is submitted}
144,"The colored boxes indicate the state of the reviews, which is determined each time a review is submitted by any of the reviewers.",0,{decision: allow; subject: reviewers; action: submit; resource: reviews; purpose: none; condition: none}
145,"You may also want to take a look at 2 posters: an overview (, 140 Kb) and a picture containing screenshots (, 1.71 Mb).",1,{decision: allow; subject: you; action: look; resource: poster; condition: none; purpose: none | decision: allow; subject: you; action: look; resource: picture; condition: none; purpose: none}
146,Chair -  Use chair or chair as login & password combination.,0,{decision: allow; subject: none; action: use; resource: chair; condition: none; purpose: none}
147,The pattern Identify the Conflicts  is used to determine the state of the reviews.,0,{decision: allow; subject: none; action: use; resource: pattern identifier; condition: none; purpose: none}
148,The reviewer can be added to the list of reviewers for that paper.,1,{decision: allow; subject: none; action: add; resource: reviewer; purpose: none; condition: none}
149,"In addition, the reviewers must indicate their overall expertise on the topics that a paper covers.",1,{decision: allow; subject: reviewer; action: indicate; resource: expertise; purpose: none; condition: none}
150,The review process can be monitored by the chair.,1,{decision: allow; subject: chair; action: monitor; resource: review process; purpose: none; condition: none}
151,The maintainer should make sure that enough disk space is available to store the papers.,1,{decision: allow; subject: maintainer; action: make; resource: disk space; condition: none; purpose: none}
152,The authors must use the login and password combination sent after phase 1.,1,{decision: allow; subject: author; action: use; resource: login; condition: none; purpose: none | decision: allow; subject: author; action: use; resource: password; condition: none; purpose: none}
153,This section explains how the CyberChair handles the administration and supports its users during the complete reviewing process.,0,{decision: allow; subject: cyberchair; action: support; resource: users; condition: none; purpose: none | decision: allow; subject: cyberchair; action: handle; resource: administration; condition: none; purpose: none}
154,"CyberChair's functionality is described in detail in a paper, which is titled CyberChair: A Web-Based Groupware Application to Facilitate the Paper Reviewing Process.",0,{decision: allow; subject: cyberchair; action: describe; resource: cyberchair; condition: none; purpose: none}
155,The script is currently optimally tuned for ECOOP 2000.,0,{decision: allow; subject: script; action: tune; resource: ecoop; condition: none; purpose: none}
156,A copy of the message is sent to the PCC.,1,{decision: allow; subject: none; action: send; resource: copy of the message; purpose: none; condition: none}
157,These overviews are currently updated at 5 minutes before the hour.,1,{decision: allow; subject: none; action: update; resource: overview; purpose: none; condition: none}
158,"All you have to do is prepare the PC meeting, write acceptance and rejection messages, and the preface of the proceedings.",0,{decision: allow; subject: none; action: write; resource: acceptance and reject messages; condition: none; purpose: none | decision: allow; subject: none; action: prepare; resource: preface of the proceedings; condition: none; purpose: none | decision: allow; subject: none; action: prepare; resource: pc meeting; condition: none; purpose: none}
159,"After submission of a review, reviewers will be able to read the other reviewers' reviews and prepare for the PC meeting.",1,{decision: allow; subject: reviewer; action: read; resource: review; purpose: none; condition: none | decision: allow; subject: reviewer; action: prepare; resource: pc meeting; purpose: none; condition: none}
160,CyberChair generates a paper distribution proposal for the PCC.,1,{decision: allow; subject: cyberchair; action: generate; resource: paper distribution proposal; purpose: none; condition: none}
161,The state is based on the classification given to papers by the reviewers.,1,{decision: allow; subject: reviewer; action: give; resource: classification; purpose: none; condition: none}
162,"If there are still not enough reviewers for the paper, the expertise level of reviewers of all topics the paper covers is calculated and the paper is assigned to the reviewers with the highest overall expertise.",1,{decision: allow; subject: none; action: calculate; resource: expertise; purpose: none; condition: there are still not enough reviewers for the paper | decision: allow; subject: none; action: assign; resource: paper; purpose: none; condition: there are still not enough reviewers for the paper}
163,"This is done by showing the options for the kinds of users of CyberChair: the maintainer, the authors, the PCC and the reviewers.",0,{decision: allow; subject: maintainer; action: show; resource: options for the kinds of users of cyberchair; condition: none; purpose: none}
164,Just retry a few seconds later if this happens.,0,{decision: allow; subject: none; action: none; resource: none; condition: this happens; purpose: none}
165,"The level of agreement among reviewers is indicated on each reviewer's personal page, using a coloring scheme.",1,{decision: allow; subject: none; action: indicate; resource: level of agreement; purpose: none; condition: none}
166,"If the publisher allows electronic versions, the maintainer should send or upload the proceedings, for further preparation by the publisher.",1,{decision: allow; subject: maintainer; action: send; resource: proceeding; purpose: further preparation by the publisher; condition: publisher allows electronic versions | decision: allow; subject: maintainer; action: upload; resource: proceeding; purpose: further preparation by the publisher; condition: publisher allows electronic versions}
167,Each of these frames is filled by using the name of a CGI script in the SRC tag of the frame definition.,0,{decision: allow; subject: none; action: fill; resource: frames; condition: none; purpose: none}
168,"In case the ’expertise-value’ is equal, the reviewer with the least number of papers assigned so far ’gets’ the paper.",1,{decision: allow; subject: reviewer; action: get; resource: paper; purpose: none; condition: ’expertise-value’ is equal}
169,"We hope, by describing CyberChair, to have answered",0,{decision: allow; subject: cyberchair; action: answer; resource: cyberchair; condition: none; purpose: none}
170,This page consists of several dynamically generated HTML frames.,0,{decision: allow; subject: none; action: generate; resource: static frames; condition: none; purpose: none}
171,"After the paper distribution, CyberChair generates a personal, password-protected webpage for each reviewer.",1,{decision: allow; subject: cyberchair; action: generate; resource: personal webpage; purpose: none; condition: none | decision: allow; subject: cyberchair; action: generate; resource: password-protected webpage; purpose: none; condition: none}
172,You can submit reviews and find out what happens.,1,{decision: allow; subject: you; action: submit; resource: review; purpose: none; condition: none | decision: allow; subject: you; action: find; resource: what happens; purpose: none; condition: none}
173,A commonality between BSCW  and CyberChair is that both provide a shared workspace.,0,{decision: allow; subject: none; action: provide; resource: shared workspace; condition: none; purpose: none}
174,"CyberChair deals with most administrative tasks that are involved in the review process, such as storing author information, abstracts, (camera-ready) papers and reviews.",1,{decision: allow; subject: cyberchair; action: store; resource: author information; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: abstract; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: camera-ready paper; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: review; purpose: none; condition: none}
175,The submitted bids are accumulated.,1,{decision: allow; subject: none; action: accumulate; resource: bid; purpose: none; condition: none}
176,"Further, a high or low priority should be chosen, to indicate how eager they are to review the paper.",1,{decision: allow; subject: none; action: choose; resource: high or low priority; purpose: indicate how eager they are to review the paper; condition: none}
177,"In the first step, authors must fill in a webform shown by figures 1 and 2, on which they state their names and contact information, the title of their paper, an abstract of the paper, and indicate which conference topics their paper covers.",1,{decision: allow; subject: author; action: fill; resource: webform; purpose: none; condition: none}
178,His or her personal webpage will then be updated automatically.,1,{decision: allow; subject: none; action: update; resource: webpage; purpose: none; condition: none}
179,"All review files a reviewer needs, such as the review form and other reviewers’ reviews, are written in the reviewer’s directory.",1,{decision: allow; subject: none; action: write; resource: review form; purpose: none; condition: none | decision: allow; subject: none; action: write; resource: review; purpose: none; condition: none}
180,"CyberChair is composed of a set of Common Gateway Interface (CGI) scripts, which are activated by the webforms that are used by the authors and reviewers.",1,{decision: allow; subject: author; action: use; resource: webform; purpose: none; condition: none | decision: allow; subject: reviewer; action: use; resource: webform; purpose: none; condition: none}
181,"This is quite inefficient, because much of the data that did not change is also regenerated.",0,{decision: allow; subject: none; action: regenerate; resource: data; condition: also; purpose: none}
182,A commonality between CyberChair and gIBIS  is that both systems provide means to make high-quality decisions by providing the group members’ arguments to each other.,0,{decision: allow; subject: gibis; action: provide; resource: means to make high-quality decisions; condition: none; purpose: none | decision: allow; subject: cyberchair; action: provide; resource: means to make high-quality decisions; condition: none; purpose: none}
183,"Further, overviews are available that contain, per conference topic, all abstracts, and an overview that contains all abstracts.",0,{decision: allow; subject: none; action: available; resource: overviews; purpose: none; condition: none}
184,"If you'd like to use CyberChair, but would rather not be bugged by installing and customizing CyberChair yourself (and use the latest, greatest version of CyberChairPRO, which is easier to work with, which has more tools, and streamlined versions of existing tools), you might want to consider delegating the submission and review process organization to a spin-off company specialized in managing this process, set up by the author of CyberChair: Borbala Online Conference Services.",0,{decision: allow; subject: cyberchair; action: assign; resource: submission; condition: none; purpose: none}
185,It is not clear to us if BSCW could also be used to create a dynamic review system.,0,{decision: allow; subject: bscw; action: create; resource: dynamic review system; condition: none; purpose: none}
186,Like Java it runs on a virtual machine and is available for many platforms.,0,{decision: allow; subject: none; action: run; resource: virtual machine; condition: like java; purpose: none}
187,"Furthermore, there is support for the preparation of the proceedings.",0,{decision: allow; subject: none; action: support; resource: preparation of proceedings; condition: none; purpose: none}
188,Graph theory (nodes with labeled edges) is used to solve this assignment problem.,0,{decision: allow; subject: graphists; action: solve; resource: assignment problem; condition: none; purpose: none}
189,"It eases the submission of author information, papers and reviews instantly in electronic form, using the web.",0,{decision: allow; subject: it; action: eases; resource: submission of author information; condition: none; purpose: none | decision: allow; subject: it; action: eases; resource: reviews; condition: none; purpose: none | decision: allow; subject: it; action: eases; resource: papers; condition: none; purpose: none}
190,"Although more conference management systems exist  and many conferences use electronic uploading and some kind of reviewing system, no such system was found in the literature.",0,{decision: allow; subject: none; action: find; resource: none; condition: although more conference management systems exist and many conferences use electronic uploading and some kind of reviewing system; purpose: none}
191,"After that, only bugfixes were made.",0,{decision: allow; subject: none; action: make; resource: bugfixes; condition: none; purpose: none}
192,"It was first developed for ECOOP'97, and has been extended since, based on new ideas and the suggestions and remarks of its users (the chairs, the reviewers and submitters).",0,{decision: allow; subject: none; action: develop; resource: it; condition: none; purpose: none}
193,"Currently the script is tuned to assign as much as possible papers to reviewers based on their preferences, provided that all papers are assigned to exactly 4 reviewers and all reviewers are assigned approximately the same number of papers.",0,{decision: allow; subject: script; action: assign; resource: papers; purpose: none; condition: all papers are assigned to exactly 4 reviewers | decision: allow; subject: script; action: assign; resource: papers; purpose: none; condition: all reviewers are assigned approximately the same number of papers}
194,The 4 reviewers with the least number of papers assigned so far ’get’ the paper.,1,{decision: allow; subject: reviewers; action: get; resource: paper; purpose: none; condition: reviewer is assigned with the least number of papers so far}
195,"The top frame, containing the paper numbers in colored boxes, is updated every 5 minutes by using a so-called meta tag containing the ’refresh’ option.",0,{decision: allow; subject: none; action: update; resource: top frame; condition: none; purpose: none}
196,"When displaying a review, the date and time of the last update of the review is shown as extra check.",1,{decision: allow; subject: none; action: show; resource: date and time of the last update of the review; purpose: none; condition: none}
197,"Reviewers can browse the overviews by conference topic, to quickly identify the papers that match their interest  and expertise (Figure 3).",1,{decision: allow; subject: reviewer; action: browse; resource: overview; purpose: quickly identify the papers that match their interest and expertise; condition: none}
198,A very important issue for the conference organization is that using CyberChair will save them a lot of money on copying papers and mailing the papers to the reviewers (which might open up room to delegate the management of the submission and review process - see below).,0,{decision: allow; subject: cyberchair; action: save; resource: money; condition: none; purpose: none}
199,Authors can submit their abstracts and papers using the web (uploading).,1,{decision: allow; subject: author; action: submit; resource: abstract; purpose: none; condition: none | decision: allow; subject: author; action: submit; resource: paper; purpose: none; condition: none}
200,The version described in this paper was used for ECOOP 2000 and  the International Workshop on Software Specification and  Design (IWSSD-10).,0,{decision: allow; subject: none; action: use; resource: version described in this paper; condition: none; purpose: none}
201,The resulting TeX file is according to Springer's editor's instructions.,0,{decision: allow; subject: none; action: none; resource: tex file; condition: none; purpose: none}
202,The reviewers are asked to indicated their expertise of the conference topics and their willingness to review papers on those topics.,1,{decision: allow; subject: reviewer; action: indicate; resource: expertise; purpose: none; condition: none | decision: allow; subject: reviewer; action: indicate; resource: willingness; purpose: none; condition: none}
203,"In case conflicting reviews exist, the reviewers can use the hyperlink that enables easy communication to the other reviewers by email.",1,{decision: allow; subject: reviewer; action: use; resource: hyperlink; purpose: none; condition: conflicting reviews exist}
204,"To support reviewers with making choices, CyberChair provides them with several webpages containing overviews of  the submitted abstracts.",1,{decision: allow; subject: cyberchair; action: provide; resource: webpage; purpose: support reviewers with making choices; condition: none}
205,"The current implementation collects the preferences (bids), expertise levels and willingness to review papers on certain topics and the conflicts of interest of the reviewers.",1,{decision: allow; subject: implementation; action: collect; resource: preference; purpose: none; condition: none | decision: allow; subject: implementation; action: collect; resource: expertise level; purpose: none; condition: none | decision: allow; subject: implementation; action: collect; resource: willingness to review paper; purpose: none; condition: none | decision: allow; subject: implementation; action: collect; resource: conflicts of interest; purpose: none; condition: none}
206,"To enter the review process, authors must send their paper to the Program Committee Chair (PCC).",1,{decision: allow; subject: author; action: send; resource: paper; purpose: enter the review process; condition: none}
207,Downloading of papers by the reviewers can start as soon as papers are submitted.,1,{decision: allow; subject: reviewer; action: download; resource: paper; purpose: none; condition: papers are submitted}
208,"If you'd like to use CyberChair, which is free software (GNU General Public License), please fill in a customization form.",0,"{decision: allow; subject: none; action: fill; resource: customization form; condition: you like to use cyberchair; purpose: none}"
209,"Further, links are provided that contain all reviews of the reviewer, and all reviews of all reviewers of the paper, respectively.",0,{decision: allow; subject: none; action: provide; resource: links; purpose: none; condition: none}
