,input,acp,output
142,A patient has authenticated him or herself in the iTrust Medical Records system (UC2).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none}
143,An event requiring an email alert has occurred.,0,{decision: allow; subject: event requiring an email alert; action: occur; resource: email alert; condition: none; purpose: none}
144,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,1,{decision: allow; subject: he; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose level; purpose: none; condition: none}
145,Remove MID from being displayed on all pages and URLs.,0,{decision: allow; subject: none; action: remove; resource: mid; condition: none; purpose: none}
146,The health care personnel does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: health care personnel; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: health care personnel; action: try; resource: again; condition: none; purpose: none}
147,The user can select a prescription from the calendar to read the prescription's details .,1,{decision: allow; subject: user; action: select; resource: prescription; purpose: read the prescriptions details; condition: none}
148,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,1,{decision: allow; subject: user; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: lhcp; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: appointment; purpose: none; condition: none}
149,The HCP does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: hcp; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
150,There are no chosen measurements recorded within a quarter.,0,{decision: allow; subject: none; action: record; resource: chosen measurements; condition: none; purpose: none}
151,The Patient requests the closest hospitals so that only nearby hospitals are presented.,1,{decision: allow; subject: patient; action: request; resource: hospital; purpose: none; condition: none}
152,Implementation must not violate HIPAA guidelines.,0,{decision: allow; subject: implementation; action: violate; resource: hipaa guidelines; condition: none; purpose: none}
153,"Note to students: the iTrust system does NOT currently support actual email sending, only a ""fake"" email sending facility.",0,{decision: allow; subject: none; action: support; resource: fake email sending facility; condition: none; purpose: none | decision: allow; subject: none; action: support; resource: actual email sending; condition: none; purpose: none}
154,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: administrator; action: authenticate; resource: administrator; condition: none; purpose: none}
155,His or her appointments shall be displayed on the calendar .,0,{decision: allow; subject: none; action: display; resource: his or her appointments; purpose: none; condition: none}
156,Electronic sessions must terminate after ten minutes of inactivity.,0,{decision: allow; subject: none; action: terminate; resource: electronic sessions; condition: none; purpose: none}
157,The values from range 1-99 are logging events which do not exist in any use case.,0,{decision: allow; subject: none; action: log; resource: values from range 1-99; condition: none; purpose: none}
158,"In general, a patient does not know this non-designated health care professional, such as an emergency room doctor, and the set of approved records may be smaller than that granted to a designated licensed health care professional.",0,{decision: allow; subject: patient; action: know; resource: non-designated health care professional; condition: in general; purpose: none | decision: allow; subject: patient; action: know; resource: set of approved records; condition: in general; purpose: none}
159,The system shall display a default placeholder image for patients who do not have a photograph on file.,1,{decision: allow; subject: system; action: display; resource: placeholder; purpose: none; condition: none}
160,"The input data, a timestamp, and the fact that the status was reported by ""case manager"" and his or her MID are saved.",1,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: mid; purpose: none; condition: none}
161,"If the confirmation screen does not show the name of the intended patient, the HCP is then prompted to input the correct patient identification information again.",1,{decision: allow; subject: hcp; action: input; resource: patient identification information; purpose: none; condition: confirmation screen does not show the name of the intended patient}
162,"A user (a patient, patient representative, or LHCP) can sort messages in his or her message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",1,{decision: allow; subject: lhcp; action: sort; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: sort; resource: message; purpose: none; condition: none | decision: allow; subject: patient representative; action: sort; resource: message; purpose: none; condition: none}
163,"Poliovirus (90712) four doses: at age 6 weeks, at age 4 months, at age 6 months, 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 4 weeks between doses 3 and 4, dose 4 is not required if dose 3 was administered at the age of 4 or older.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
164,"After a message is sent, the patient or personal representative is directed to his or her message outbox.",1,{decision: allow; subject: none; action: direct; resource: patient; purpose: none; condition: after a message is sent | decision: allow; subject: none; action: direct; resource: personal health representative; purpose: none; condition: after a message is sent}
165,"If the LHCP is not one of the patient's DLHCP or the UAP associated with one of their DLHCP, a message is sent to the patient and their personal representative .",1,{decision: allow; subject: none; action: send; resource: message; purpose: none; condition: lhcp is not one of the patients dlhcp | decision: allow; subject: none; action: send; resource: message; purpose: none; condition: uap associated with one of their dlhcp}
166,"The HCP saves the new lab procedure, or cancels the lab procedure creation , .",1,{decision: allow; subject: hcp; action: save; resource: lab procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: cancel; resource: lab procedure; purpose: none; condition: none}
167,The patient selects one of these appointments and the request is saved.,1,{decision: allow; subject: patient; action: select; resource: appointment; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: request; purpose: none; condition: none}
168,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",1,{decision: allow; subject: patient; action: enter; resource: physiologic data point; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: physiologic data point; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: physiologic data point; condition: none; purpose: none}
169,A message of the removal is sent to the adverse event reporter and to the LHCP involved in the report (because the LHCP prescribed the drug or administered the immunization).,1,{decision: allow; subject: none; action: send; resource: message; purpose: none; condition: none}
170,UC1 has completed and a patient has been created.,0,{decision: allow; subject: none; action: create; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: complete; resource: uc1; condition: none; purpose: none}
171,"The input data, a timestamp, and the fact that the status was reported by ""case manager"" and their MID are saved.",1,{decision: allow; subject: none; action: save; resource: input data; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: timestamp; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: fact; purpose: none; condition: none | decision: allow; subject: none; action: save; resource: mid; purpose: none; condition: none}
172,"The user selects a laboratory procedure from the calendar to read its details by clicking the ""Read Details"" link beside or below the LOINC code displayed for the laboratory procedure, and then the details for the laboratory procedure shall be displayed in a new page, including laboratory procedure code, status, commentary, results, and office visit date when the laboratory procedure was ordered.",1,{decision: allow; subject: user; action: select; resource: laboratory procedure; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: read details link; purpose: none; condition: none}
173,LHCPs can edit or delete future appointments .,1,{decision: allow; subject: lhcps; action: edit; resource: appointment; purpose: none; condition: none | decision: allow; subject: lhcp; action: delete; resource: appointment; purpose: none; condition: none}
174,3.2.10 UC10 Enter or edit personal health records Use Case.,0,{decision: allow; subject: uc10; action: enter; resource: personal health records; condition: none; purpose: none | decision: allow; subject: uc10; action: edit; resource: personal health records; condition: none; purpose: none}
175,An LHCP views the number of submitted weight or pedometer data monitoring reports of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: weight monitoring report; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: pedometer data monitoring report; purpose: none; condition: none}
176,"Patient: When an American infant is born or a foreigner requests medical care, each is assigned a medical identification number and password.",0,{decision: allow; subject: patient; action: assign; resource: medical identification number; condition: none; purpose: none | decision: allow; subject: patient; action: assign; resource: password; condition: none; purpose: none}
177,"For each patient from the monitoring list, the LHCP can choose to edit which types of remote monitoring information (blood pressure, glucose levels, height, weight, and pedometer readings) should be submitted by the patient.",1,{decision: allow; subject: lhcp; action: edit; resource: types of remote monitoring information; purpose: none; condition: none}
178,All email notifications should be executed through the fake email utility.,1,{decision: allow; subject: fake email utility; action: execute; resource: email notification; condition: none; purpose: none}
179,"A patient either chooses to input his or her physiologic measurements (blood pressure possibly and possibly glucose levels) , or to input his or her weight, height, possibly and possibly pedometer readings .",1,{decision: allow; subject: patient; action: input; resource: physiologic measurements; purpose: none; condition: none | decision: allow; subject: patient; action: input; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: input; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: input; resource: pedometer reading; purpose: none; condition: none}
180,"The notification center displays, 'You haven't entered remote monitoring information for today yet' if the patient is being monitored for telemedicine but the patient or personal health representative hasn't entered remote monitoring information for the current date yet.",0,{decision: allow; subject: notification center; action: display; resource: you havent entered remote monitoring information for today yet; purpose: none; condition: patient is being monitored for telemedicine but the patient or personal health representative hasnt entered remote monitoring information for the current date yet}
181,The iTrust user (LCHP) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: lhcp; condition: none; purpose: none}
182,The hospital ID numbers for a LT are stored in the Medical Care Personnel Affiliation database (data format 6.11).,0,{decision: allow; subject: hospital; action: store; resource: hospital id numbers; condition: none; purpose: none}
183,An LHCP can schedule an appointment with a patient .,1,{decision: allow; subject: lhcp; action: schedule; resource: appointment; purpose: none; condition: none}
184,The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled.,1,{decision: allow; subject: patient; action: send; resource: message; purpose: request that an appointment be scheduled; condition: none}
185,He or she can select a patient and then enter data.,1,{decision: allow; subject: he; action: select; resource: patient; purpose: none; condition: none | decision: allow; subject: she; action: select; resource: patient; purpose: none; condition: none | decision: allow; subject: he; action: enter; resource: data; purpose: none; condition: none | decision: allow; subject: she; action: enter; resource: data; purpose: none; condition: none}
186,"The LHCP views a list of requests he or she has made for reports, with the status and pertinent information about the requests.",1,{decision: allow; subject: lhcp; action: view; resource: list of requests; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: status; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: information; purpose: none; condition: none}
187,"An HCP chooses to add  or edit  patient specific instructions, document an office visit or modify an already documented office visit.",1,{decision: allow; subject: hcp; action: add; resource: instruction; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: instruction; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: office visit; purpose: none; condition: none | decision: allow; subject: hcp; action: modify; resource: office visit; purpose: none; condition: none}
188,A user can sort messages in his or her message outbox by the recipient's last name or timestamp (but not both) in either ascending or descending order.,1,{decision: allow; subject: user; action: sort; resource: message; purpose: none; condition: none}
189,3.2.13 UC13 Declare or undeclare Personal Representative Use Case.,0,{decision: allow; subject: none; action: declare; resource: personal representative use case; condition: none; purpose: none}
190,"A patient is only given the choice to restrict viewing on selected diagnostic information, such as those related to mental illness, substance abuse, and cosmetic surgery.",1,{decision: allow; subject: none; action: give; resource: choice; purpose: restrict viewing on selected diagnostic information such as those related to mental illness substance abuse and cosmetic surgery; condition: none}
191,"A user (a patient or personal health representative) views basic information about his or her designated LHCPs, including the name, phone number, and contact email information .",1,{decision: allow; subject: patient; action: view; resource: basic information; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: name of lhcp; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: phone number of lhcp; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: contact email; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: basic information; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: name of lhcp; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: phone number of lhcp; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: contact email; purpose: none; condition: none}
192,The LHCP is presented with an option to approve or reject each pending appointment request.,1,{decision: allow; subject: lhcp; action: approve; resource: appointment request; purpose: none; condition: none | decision: allow; subject: lhcp; action: reject; resource: appointment request; purpose: none; condition: none}
193,Lab Technician (LT): A clinical worker that runs diagnostic tests on samples gathered from patients during office visits.,0,{decision: allow; subject: clinical worker; action: run; resource: diagnostic tests on samples; condition: none; purpose: none}
194,"The hcp documents the office visit date; hospital location of the office visit, if any, (the default should be the HCP's home location); and notes about an office visit.",1,{decision: allow; subject: hcp; action: document; resource: office visit date; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: hospital location; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: note; purpose: none; condition: none}
195,An email informing the user of the password change is sent to the user including the MID but not the password.,0,{decision: allow; subject: none; action: send; resource: email; purpose: none; condition: none}
196,The LHCP or ER enters a MID  and confirms the input .,1,{decision: allow; subject: er; action: confirm; resource: input; condition: none; purpose: none | decision: allow; subject: lhcp; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: er; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: input; condition: none; purpose: none}
197,The public health agent may also choose to remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus) .,1,{decision: allow; subject: public health agent; action: remove; resource: adverse event report; purpose: none; condition: none}
198,There are ten roles in the iTrust Medical Records system.,0,{decision: allow; subject: none; action: none; resource: roles; condition: none; purpose: none}
199,"All events are logged (UC5, S8).",0,{decision: allow; subject: none; action: log; resource: events; condition: none; purpose: none}
200,Only the name and email are provided.,1,{decision: allow; subject: none; action: provide; resource: email; condition: none; purpose: none | decision: allow; subject: none; action: provide; resource: name; condition: none; purpose: none}
201,The LHCP is provided with a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,0,{decision: allow; subject: none; action: provide; resource: bar chart of diagnosis counts; purpose: none; condition: none}
202,"The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters), and clicks the send button.",1,{decision: allow; subject: lhcp; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: lhcp; action: type; resource: text; purpose: none; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
203,"The user selects a message from the list to read by clicking the 'Read' link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1,{decision: allow; subject: user; action: select; resource: message; purpose: read; condition: none}
204,A patient may view his or her own lab procedure results .,1,{decision: allow; subject: patient; action: view; resource: lab procedure result; purpose: none; condition: none}
205,"When an LHCP views a list of his or her upcoming appointments, they are presented with an option to edit or remove the appointment.",1,{decision: allow; subject: lhcp; action: edit; resource: appointment; purpose: none; condition: lhcp views a list of his or her upcoming appointments | decision: allow; subject: lhcp; action: remove; resource: appointment; purpose: none; condition: lhcp views a list of his or her upcoming appointments}
206,An LHCP chooses to view the physiologic data monitoring details.,1,{decision: allow; subject: lhcp; action: view; resource: physiologic data monitoring detail; purpose: none; condition: none}
207,He or she can report the blood pressure (systolic and diastolic)  possibly and possibly glucose levels  for the patient.,1,{decision: allow; subject: he; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose level; purpose: none; condition: none}
208,The appointments are listed in the format 'MM/DD/YYYY - AppointmentType'.,0,{decision: allow; subject: none; action: list; resource: appointments; condition: none; purpose: none}
209,The administrator has chosen the same drug from both lists.,1,{decision: allow; subject: administrator; action: choose; resource: drug; purpose: none; condition: none}
210,"The system shall enable the administrator to add a new entry for a hospital, or modify the hospital name in an existing entry.",1,{decision: allow; subject: administrator; action: add; resource: entry; purpose: none; condition: none | decision: allow; subject: administrator; action: modify; resource: hospital name; purpose: none; condition: none}
211,The HCP types an invalid medical identification number and is prompted to try again.,1,{decision: allow; subject: hcp; action: type; resource: invalid medical identification number; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
212,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,1,{decision: allow; subject: itrust user; action: authenticate; resource: itrust user; condition: none; purpose: none}
213,Note that the administrator is not allowed through the system interface to delete an existing entry or modify the appointment type name in an existing entry.,1,{decision: deny; subject: administrator; action: delete; resource: entry; purpose: none; condition: none | decision: deny; subject: administrator; action: modify; resource: appointment type name; purpose: none; condition: none}
214,The system shall append 20 more activities to the end of the currently listed activities on the same page.,1,{decision: allow; subject: system; action: append; resource: activity; condition: none; purpose: none}
215,"The HCP chooses ""Potential Prescription-Renewals"" and is presented with a list of patients  that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients , (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date.",1,{decision: allow; subject: hcp; action: choose; resource: potential prescription-renewals; purpose: none; condition: none}
216,An LHCP or UAP can add and delete patients from his or her monitoring list.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: lhcp; action: delete; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: delete; resource: patient; purpose: none; condition: none}
217,The iTrust user (HCP or patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: hcp; action: authenticate; resource: hcp; condition: none; purpose: none}
218,An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11).,1,{decision: allow; subject: hcp; action: refer; resource: patient; purpose: none; condition: none}
219,The HCP selects a patient to deactivate.,1,{decision: allow; subject: hcp; action: select; resource: patient; purpose: deactivate; condition: none}
220,The LHCP chooses to schedule an appointment with a patient (it is assumed that the LHCP and patient have already worked out the details of the appointment in person or via telephone outside of the system).,1,{decision: allow; subject: lhcp; action: schedule; resource: appointment; purpose: none; condition: none}
222,The HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: hcp; action: authenticate; resource: hcp; condition: none; purpose: none}
223,He or she is notified of an error and is prompted to try again.,0,{decision: allow; subject: he; action: notify; resource: error; condition: none; purpose: none | decision: allow; subject: she; action: try; resource: again; condition: none; purpose: none}
224,An HCP can remove a previously created lab procedure .,1,{decision: allow; subject: hcp; action: remove; resource: lab procedure; purpose: none; condition: none}
225,Sort by most recent first.,0,{decision: allow; subject: none; action: sort; resource: most recent first; condition: none; purpose: none}
226,The sending HCP may edit the priority of the referral possibly and possibly the referral notes.,1,{decision: allow; subject: sending hcp; action: edit; resource: priority; purpose: none; condition: none | decision: allow; subject: sending hcp; action: edit; resource: referral; purpose: none; condition: none}
227,"Additionally, the HCP can document none, one, or more medications (NDC, see Data Format 6.6) prescribed ; none, one, or more lab procedures that are ordered (LOINC code, see Data Format 6.11)(UC26); none, one, or more diagnoses (via the ICD-9CM code); none, one, or more medical procedures (CPT code) performed; and none, one, or more immunizations given (CPT Code, see UC15, S1) chosen from appropriate pull-down lists.",1,{decision: allow; subject: hcp; action: document; resource: medication; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: lab procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: diagnosis; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: medical procedure; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: immunization; purpose: none; condition: none}
228,The HCP selects a different Lab Technician.,1,{decision: allow; subject: hcp; action: select; resource: lab technician; purpose: none; condition: none}
229,The administrator will maintain  a listing of allowable physical services (including laboratory procedures) that an HCP can use.,1,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable physical services; purpose: none; condition: none}
230,"The patient, UAP, or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.",1,{decision: allow; subject: patient; action: enter; resource: weight; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: weight; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: weight; condition: none; purpose: none | decision: allow; subject: patient; action: enter; resource: pedometer data; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: pedometer data; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: pedometer data; condition: none; purpose: none}
231,"If the lab procedure status is marked as completed, the patient can see the results and the HCP-provided comments.",1,{decision: allow; subject: patient; action: see; resource: result; purpose: none; condition: lab procedure status is marked as completed | decision: allow; subject: patient; action: see; resource: comment; purpose: none; condition: lab procedure status is marked as completed}
232,A Lab Technician can update the status of a lab procedure as received .,1,{decision: allow; subject: lab technician; action: update; resource: status of a lab procedure; purpose: none; condition: none}
233,Individual audit codes related to specific use cases are presented within each Use Case description.,0,{decision: allow; subject: none; action: present; resource: individual audit codes related to specific use cases; condition: none; purpose: none}
234,The HCP selects a different procedure code.,1,{decision: allow; subject: hcp; action: select; resource: procedure code; purpose: none; condition: none}
235,3.2.21 UC21 View emergency electronic health record Use Case.,0,{decision: allow; subject: none; action: view; resource: emergency electronic health record; condition: none; purpose: none}
237,HIPAA rules protect patients' information and also allow a patient to dictate who can access this information.,1,{decision: allow; subject: hippa rule; action: protect; resource: patients information; purpose: none; condition: none}
238,A sending HCP cancels a previously sent patient referral .,1,{decision: allow; subject: hcp; action: cancel; resource: referral; purpose: none; condition: none}
239,"An alive patient over 50 years old who has not had a flu shot (CPT codes 90656, 90658, 90660) during the months Sept - Dec of the last calendar year (or during the months Sept - Dec of the current calendar year if the retrieval time is between Sept - Dec).",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
240,"An HCP chooses Office Visit Reminders and then to identify chronic patients who need an office visit , older patients who need a flu shot , or any patient who is overdue for an immunization .",1,{decision: allow; subject: hcp; action: choose; resource: office visit reminder; purpose: identify chronic patients who need an office visit; condition: none | decision: allow; subject: hcp; action: choose; resource: office visit reminder; purpose: identify older patients who need a flu shot; condition: none | decision: allow; subject: hcp; action: choose; resource: office visit reminder; purpose: identify any patient who is overdue for an immunization; condition: none}
241, The privacy policy should follow the template provided here.,1,{decision: allow; subject: privacy policy; action: follow; resource: template; condition: none; purpose: none}
242,"An administrator enters a LHCP, ER, or public health agent as a user of iTrust Medical Records system, initially only the name and email are provided.",1,{decision: allow; subject: administrator; action: enter; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: er; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: public health agent; purpose: none; condition: none}
243,And HCP chooses to add  or edit  patient specific instructions.,1,{decision: allow; subject: hcp; action: add; resource: instruction; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: instruction; purpose: none; condition: none}
244,The row for each conflicting appointment is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,0,{decision: allow; subject: none; action: highlight; resource: row for each conflicting appointment; purpose: none; condition: none}
245,The patient can choose to click this link.,1,{decision: allow; subject: patient; action: click; resource: link; condition: none; purpose: none}
246,"The administrator shall be allowed to assign a LT to a single hospital, and the administrator can choose among only the hospitals provided in the hospital list pull down menu.",1,{decision: allow; subject: administrator; action: assign; resource: lt; purpose: none; condition: none | decision: allow; subject: administrator; action: choose; resource: hospital; purpose: none; condition: none}
247,"Upon entering a comment, the lab procedure status is updated to completed.",0,{decision: allow; subject: none; action: update; resource: lab procedure status; purpose: none; condition: none}
248,The user clicks this number to view his or her message inbox.,1,{decision: allow; subject: user; action: click; resource: number; purpose: view his or her message inbox; condition: none}
249,"At this point, the LHCP can view a prescription list for that patient , sorted by start date (the later date is ranked earlier).",1,{decision: allow; subject: lhcp; action: view; resource: prescription list; purpose: none; condition: none}
250,The administrator types an invalid hospital ID and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid hospital id; condition: none; purpose: none | decision: allow; subject: administrator; action: try; resource: again; condition: none; purpose: none}
251,The HCP types an invalid date and is prompted to try again.,1,{decision: allow; subject: hcp; action: type; resource: invalid date; condition: none; purpose: none | decision: allow; subject: hcp; action: try; resource: again; condition: none; purpose: none}
252,"If a patient has no declared LHCP, ""You have no declared LHCP"" is displayed.",0,{decision: allow; subject: none; action: display; resource: “you have no declared lhcp”; condition: if a patient has no declared lhcp; purpose: none}
253,The HCP's medical identification number should also be maintained.,1,{decision: allow; subject: none; action: maintain; resource: medical identification number; purpose: none; condition: none}
254,The administrator types an invalid ID and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid id; condition: none; purpose: none | decision: allow; subject: administrator; action: try; resource: again; condition: none; purpose: none}
255,The patient and receiving HCP receive a message (UC30) indicating that the referral was canceled.,1,{decision: allow; subject: patient; action: receive; resource: message; purpose: indicating that the referral was canceled; condition: none | decision: allow; subject: receiving hcp; action: receive; resource: message; purpose: indicating that the referral was canceled; condition: none}
256,"Varicella (90396) two doses: at age 12 months, at age 4 years; catch up schedule: at least 3 months between dose 1 and dose 2.",0,{decision: allow; subject: none; action: two doses; resource: two doses; condition: none; purpose: none}
257,A user chooses to view physician satisfaction survey results.,1,{decision: allow; subject: user; action: view; resource: physician satisfaction survey result; purpose: none; condition: none}
258,Of particular interest to the software tester is the operational profile information which informs him or her of the frequency of use of the features of the system.,0,{decision: allow; subject: software tester; action: inform; resource: operational profile information; condition: none; purpose: none}
259,Display the National Drug Code and the name of the prescription.,0,{decision: allow; subject: none; action: display; resource: national drug code; purpose: none; condition: none | decision: allow; subject: none; action: display; resource: name of the prescription; purpose: none; condition: none}
260,The information is view or editied .,1,{decision: allow; subject: none; action: view; resource: information; purpose: none; condition: none | decision: allow; subject: none; action: edit; resource: information; purpose: none; condition: none}
261,The user (LHCP) selects a patient from the list of requested reports.,1,{decision: allow; subject: lhcp; action: select; resource: patient; purpose: none; condition: none}
262,The HCP can edit the patient according to data format 6.4  with all initial values (except patient MID) defaulting to null possibly and possibly 0 as appropriate.,1,{decision: allow; subject: hcp; action: edit; resource: patient; purpose: none; condition: none}
263,"The patient may choose to view the list sorted by the role of the accessor relative to the patient (personal health representative, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type, most recent access first.",1,{decision: allow; subject: patient; action: view; resource: list; purpose: none; condition: none}
264,"The notification center also displays a list of the patient and patient representee upcoming appointments , the information of his or her designated HCP , and the number of unread messages from his or her message inbox , number of new referrals (UC33), and number of unviewed completed lab procedures (UC26).",1,{decision: allow; subject: notification center; action: display; resource: list of the patient and patient representee upcoming appointments; purpose: none; condition: none | decision: allow; subject: notification center; action: display; resource: hcp; purpose: none; condition: none | decision: allow; subject: notification center; action: display; resource: message; purpose: none; condition: none | decision: allow; subject: notification center; action: display; resource: referral; purpose: none; condition: none | decision: allow; subject: notification center; action: display; resource: lab procedure; purpose: none; condition: none}
265,"The patient selects the type of appointment from a pull-down menu of the existing appointment types, enter the appointment date and start time (only a date or time equal or after the current date or time is allowed).",1,{decision: allow; subject: patient; action: select; resource: type of appointment; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: appointment date; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: start time; purpose: none; condition: none}
266,Any LHCP can be a DLHCP to some patients (with whom he or she has an established relationship) and an LHCP to others (whom he or she has never or rarely seen before).,0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
267,The LHCP is presented with a screen upon which he or she can choose a date range.,1,{decision: allow; subject: lhcp; action: choose; resource: date range; condition: none; purpose: none}
268,An LHCP or patient is a registered user of the iTrust Medical Records system (UC2).,0,{decision: allow; subject: lhcp; action: register; resource: patient; condition: none; purpose: none}
269,"Diphtheria, Tetanus, Pertussis (90696) six doses: at age 6 weeks, at age 4 months, at age 6 months, at age 15 months, at age 4 years, at age 11 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 6 months between doses 3 and 4, at least 6 months between dose 4 and dose 5, at least 5 years between dose 5 and dose 6.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
