,input,acp,output
137,"A patient can report height, weight and pedometer readings for those for whom he or she is a patient representative.",1,{decision: allow; subject: patient; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: pedometer reading; purpose: none; condition: none}
138,A patient or personal health representative views his iTrust homepage.,1,{decision: allow; subject: patient; action: view; resource: itrust homepage; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: itrust homepage; purpose: none; condition: none}
139,The HCP can allow viewing access to the laboratory results.,1,{decision: allow; subject: hcp; action: allow; resource: viewing access; purpose: none; condition: none}
140,Demographic information is entered.,1,{decision: allow; subject: none; action: enter; resource: demographic information; purpose: none; condition: none}
141,The administrator can select a particular pair of drugs.,1,{decision: allow; subject: administrator; action: select; resource: drug; purpose: none; condition: none}
142,"LHCPs, patients and representatives may reply to messages.",1,{decision: allow; subject: lhcp; action: reply; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: reply; resource: message; purpose: none; condition: none | decision: allow; subject: representative; action: reply; resource: message; purpose: none; condition: none}
143,"A patient, patient representative, or LHCP can sort messages in his message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",1,{decision: allow; subject: patient; action: sort; resource: message; purpose: none; condition: none | decision: allow; subject: patient representative; action: sort; resource: message; purpose: none; condition: none | decision: allow; subject: lhcp; action: sort; resource: message; purpose: none; condition: none}
144,"A UAP can report height, weight and pedometer measurements.",1,{decision: allow; subject: uap; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: pedometer measurement; purpose: none; condition: none}
145,System presents a list of pending referrals.,1,{decision: allow; subject: system; action: present; resource: list of pending referrals; purpose: none; condition: none}
146,Initially only the name and email are provided.,1,{decision: allow; subject: none; action: provide; resource: name; purpose: none; condition: none | decision: allow; subject: none; action: provide; resource: email; purpose: none; condition: none}
147,Only the name and email are provided by the HCP.,1,{decision: allow; subject: hcp; action: provide; resource: name; purpose: none; condition: none | decision: allow; subject: hcp; action: provide; resource: email; purpose: none; condition: none}
148,A patient's DLHCP deletes a patient's personal representative by typing that person's MID.,1,{decision: allow; subject: dlhcp; action: delete; resource: personal representative; purpose: none; condition: none | decision: allow; subject: dlhcp; action: type; resource: mid; purpose: none; condition: none}
149,The patient or personal health representative views an appointment.,1,{decision: allow; subject: patient; action: view; resource: appointment; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: appointment; purpose: none; condition: none}
150,"An LHCP views a list of his upcoming appointments for the current date, with each appointment displayed in the format ""HH:MM AM or PM - AppointmentType"".",1,{decision: allow; subject: lhcp; action: view; resource: list of his upcoming appointments; purpose: none; condition: none}
151,The patient can view contact information of a selected LHCP shown in the expired prescription list.,1,{decision: allow; subject: patient; action: view; resource: contact information; purpose: none; condition: none}
152,The LHCP is not able to remove any past appointments.,1,{decision: deny; subject: lhcp; action: remove; resource: past appointment; purpose: none; condition: none}
153,"The administrator adds a new entry for a hospital, or modify the hospital name in an existing entry.",1,{decision: allow; subject: administrator; action: add; resource: entry; purpose: none; condition: none | decision: allow; subject: administrator; action: modify; resource: hospital name; purpose: none; condition: none}
154,"An administrator maintains the standards list for immunizations, diagnoses, allowable drugs, or allowable physical services.",1,{decision: allow; subject: administrator; action: maintain; resource: list of immunizations; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list of diagnoses; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list of allowable drugs; purpose: none; condition: none | decision: allow; subject: administrator; action: maintain; resource: list of allowable physical services; purpose: none; condition: none}
155,He can report his blood pressure (systolic and diastolic) and glucose levels.,1,{decision: allow; subject: he; action: report; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose level; purpose: none; condition: none}
156,A patient can report physiologic measurements.,1,{decision: allow; subject: patient; action: report; resource: physiologic measurement; purpose: none; condition: none}
157,System presents a listing of all his patients.,1,{decision: allow; subject: system; action: present; resource: listing of all his patients; purpose: none; condition: none}
158,The LHCP schedules an appointment with a patient.,1,{decision: allow; subject: lhcp; action: schedule; resource: appointment; purpose: none; condition: none}
159,An LHCP sends a message to a patient or representative (no multiple recipients allowed in a single message).,1,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none}
160,An HCP enters a patient.,1,{decision: allow; subject: hcp; action: enter; resource: patient; purpose: none; condition: none}
161,"After a message is sent, the patient or personal representative is directed to his message outbox.",1,{decision: allow; subject: none; action: direct; resource: patient; purpose: none; condition: message is sent | decision: allow; subject: none; action: direct; resource: personal representative; purpose: none; condition: message is sent}
163,The user provides a zip code or a hospital code and an physician type.,1,{decision: allow; subject: user; action: provide; resource: zip code; purpose: none; condition: none | decision: allow; subject: user; action: provide; resource: hospital code; purpose: none; condition: none | decision: allow; subject: user; action: provide; resource: physician type; purpose: none; condition: none}
164,A patient or personal representative for a patient sends a message to an LHCP.,1,{decision: allow; subject: patient; action: send; resource: message; purpose: none; condition: none | decision: allow; subject: personal representative; action: send; resource: message; purpose: none; condition: none}
165,"A patient reports his height, weight and pedometer data.",1,{decision: allow; subject: patient; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: pedometer data; purpose: none; condition: none}
166,"The LHCP can see the patient’s name, patient’s phone number, patient’s personal representative, patient’s blood pressure, patient’s glucose levels, patient’s height, patient’s weight, and patient’s pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.",1,{decision: allow; subject: lhcp; action: see; resource: patient’s name; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: patient’s phone number; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: personal representative; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: blood pressure; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: glucose level; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: height; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: weight; purpose: none; condition: none | decision: allow; subject: lhcp; action: see; resource: patient’s pedometer reading; purpose: none; condition: none}
167,"The patient enters the text of the response message (up to 1000 characters), then clicks the send button.",1,{decision: allow; subject: patient; action: enter; resource: text of the response message; purpose: none; condition: none | decision: allow; subject: patient; action: click; resource: send button; purpose: none; condition: none}
168,The patient clicks the send button.,1,{decision: allow; subject: patient; action: click; resource: send button; condition: none; purpose: none}
169,"A patient can click the ""View Full Calendar"" link to view his appointments in the current month.",1,{decision: allow; subject: patient; action: click; resource: view full calendar link; purpose: view his appointments in the current month; condition: none}
170,An patient views his appointments in the current month.,1,{decision: allow; subject: patient; action: view; resource: appointment; purpose: none; condition: none}
171,"A patient, patient representative, or LHCP then clicks the ""Sort"" button.",1,{decision: allow; subject: patient; action: click; resource: sort button; purpose: none; condition: none | decision: allow; subject: patient representative; action: click; resource: sort button; purpose: none; condition: none | decision: allow; subject: lhcp; action: click; resource: sort button; purpose: none; condition: none}
172,The HCP enters a MID of a patient and confirms their input.,1,{decision: allow; subject: hcp; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: hcp; action: confirm; resource: input; purpose: none; condition: none}
173,The administrator is not allowed to delete an existing entry.,1,{decision: deny; subject: administrator; action: delete; resource: entry; purpose: none; condition: none}
174,System presents  a listing of all his patients.,1,{decision: allow; subject: system; action: present; resource: listing of all his patients; purpose: none; condition: none}
175,"By default, the messages in the list should be ordered by timestamp, the most recent first.",1,{decision: allow; subject: none; action: order; resource: messages in the list; condition: by default; purpose: none}
176,"The HCP must provide instructions, or else they cannot add the prescription.",1,{decision: allow; subject: hcp; action: provide; resource: instruction; purpose: none; condition: none | decision: deny; subject: hcp; action: add; resource: prescription; purpose: none; condition: none}
177,The LHCP views the weight or pedometer monitoring details of his patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: weight; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: pedometer monitoring detail; purpose: none; condition: none}
178,A LHCP refers a patient to another receiving LHCP.,1,{decision: allow; subject: lhcp; action: refer; resource: patient; purpose: none; condition: none}
179,"The user selects a message from the message inbox or outbox to read by clicking the ""Read"" link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1,{decision: allow; subject: user; action: select; resource: message; purpose: read; condition: none | decision: allow; subject: user; action: click; resource: “read” link; purpose: none; condition: none}
180,"The LHCP can view a prescription list for that patient, sorted by start date.",1,{decision: allow; subject: lhcp; action: view; resource: prescription list; purpose: none; condition: none}
181,"The LHCP enters the text of the response message (up to 1000 characters), then clicks the send button.",1,{decision: allow; subject: lhcp; action: enter; resource: text of the response message; purpose: none; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
182,System displays only the applicable input entries to the patient.,1,{decision: allow; subject: system; action: display; resource: input entry; purpose: none; condition: none}
183,A prescription list is then displayed.,1,{decision: allow; subject: none; action: display; resource: prescription list; purpose: none; condition: none}
184,The two drugs and a textual description of the possible effects of the interaction are stored.,1,{decision: allow; subject: none; action: store; resource: drug; purpose: none; condition: none | decision: allow; subject: none; action: store; resource: textual description; purpose: none; condition: none}
185,The administrator maintains a listing of allowable diagnoses.,1,{decision: allow; subject: administrator; action: maintain; resource: listing of allowable diagnoses; purpose: none; condition: none}
186,An LHCP sends a message to a patient or the patient’s personal representative.,1,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none}
187,The patient can designate any LHCP as being a DLHCP for them.,1,{decision: allow; subject: patient; action: designate; resource: lhcp; purpose: none; condition: none}
188,The administrator can delete the interaction between the two drugs.,1,{decision: allow; subject: administrator; action: delete; resource: interaction; purpose: none; condition: none}
189,System displays only the applicable input entries to the UAP.,1,{decision: allow; subject: system; action: display; resource: input entry; purpose: none; condition: none}
190,An LHCP or UAP can add patients from his monitoring list.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none}
191,An LHCP reviews pending consultations.,1,{decision: allow; subject: lhcp; action: review; resource: pending consultation; purpose: none; condition: none}
192,An HCP edits patient.,1,{decision: allow; subject: hcp; action: edit; resource: patient; purpose: none; condition: none}
193,"A patient, patient representative or LHCP opens his message inbox or outbox.",1,{decision: allow; subject: patient; action: open; resource: message inbox; purpose: none; condition: none | decision: allow; subject: patient; action: open; resource: message outbox; purpose: none; condition: none | decision: allow; subject: patient representative; action: open; resource: message inbox; purpose: none; condition: none | decision: allow; subject: patient representative; action: open; resource: message outbox; purpose: none; condition: none | decision: allow; subject: lhcp; action: open; resource: message inbox; purpose: none; condition: none | decision: allow; subject: lhcp; action: open; resource: message outbox; purpose: none; condition: none}
194,HCPs can return to an office visit.,1,{decision: allow; subject: hcp; action: return; resource: office visit; purpose: none; condition: none}
195,System presents the actual operational profile of the operations of the iTrust.,1,{decision: allow; subject: system; action: present; resource: operational profile; purpose: none; condition: none}
196,The system shall append 20 more activities to the end of the currently listed activities on the same page.,1,{decision: allow; subject: system; action: append; resource: activity; condition: none; purpose: none}
197,The LHCP views his message inbox.,1,{decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none}
198,An LHCP can schedule an appointment with a patient.,1,{decision: allow; subject: lhcp; action: schedule; resource: appointment; purpose: none; condition: none}
199,A patient is added to the list by the LHCP or UAP through typing in the patient's MID or name.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none}
200,The HCP does not have the ability to edit the patient's security question and password.,1,{decision: deny; subject: hcp; action: edit; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: password; purpose: none; condition: none}
201,"System displays the details for the prescription in a new page, including the medications prescribed.",1,{decision: allow; subject: system; action: display; resource: details of the prescription; purpose: none; condition: none}
202,The HCP must proceed with the prescription.,1,{decision: allow; subject: hcp; action: proceed; resource: prescription; purpose: none; condition: none}
203,The LHCP views the physiologic data monitoring details of his patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: physiologic data monitoring details; purpose: none; condition: none}
204,"A secret key is personally provided to the user, with which the user can reset his or her password.",1,{decision: allow; subject: none; action: provide; resource: secret key; purpose: user can reset his or her password; condition: none}
205,An LHCP chooses a chronic disease and a patient.,1,{decision: allow; subject: lhcp; action: choose; resource: chronic disease; purpose: none; condition: none | decision: allow; subject: lhcp; action: choose; resource: patient; purpose: none; condition: none}
206,An administrator can manage a standardized list of appointment types.,1,{decision: allow; subject: administrator; action: manage; resource: list of appointment types; purpose: none; condition: none}
207,The LHCP views an appointment.,1,{decision: allow; subject: lhcp; action: view; resource: appointment; purpose: none; condition: none}
208,The patient views his message inbox.,1,{decision: allow; subject: patient; action: view; resource: message inbox; purpose: none; condition: none}
209,System presents a menu of his patients and a menu of other LHCPs.,1,{decision: allow; subject: system; action: present; resource: menu of his patients; purpose: none; condition: none | decision: allow; subject: system; action: present; resource: menu of other lhcps; purpose: none; condition: none}
210,"System presents the MID of the sending LHCP, the patient MID, and the referral details.",1,{decision: allow; subject: system; action: present; resource: mid of the sending lhcp; purpose: none; condition: none | decision: allow; subject: system; action: present; resource: patient mid; purpose: none; condition: none | decision: allow; subject: system; action: present; resource: referral details; purpose: none; condition: none}
211,"By default, the messages in the message inbox should be ordered by timestamp, the most recent first.",1,{decision: allow; subject: none; action: order; resource: message; purpose: none; condition: none}
212,"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.",1,{decision: allow; subject: hcp; action: provide; resource: dosage; purpose: none; condition: none | decision: allow; subject: hcp; action: provide; resource: start and end date for the prescription; purpose: none; condition: none | decision: allow; subject: hcp; action: provide; resource: special instructions; purpose: none; condition: none}
213,The administrator stores the National Drug Code.,1,{decision: allow; subject: administrator; action: store; resource: national drug code; purpose: none; condition: none}
214,A user views physician satisfaction survey results.,1,{decision: allow; subject: user; action: view; resource: physician satisfaction survey results; purpose: none; condition: none}
215,An LHCP or UAP can delete patients from his monitoring list.,1,{decision: allow; subject: uap; action: delete; resource: patient; purpose: none; condition: none | decision: allow; subject: lhcp; action: delete; resource: patient; purpose: none; condition: none}
216,The representative clicks the send button.,1,{decision: allow; subject: representative; action: click; resource: send button; condition: none; purpose: none}
217,The administrator is not allowed to modify the hospital ID number in an existing entry.,1,{decision: deny; subject: administrator; action: modify; resource: hospital id number; purpose: none; condition: none}
218,"In both cases, system presents the name of the patient.",1,{decision: allow; subject: system; action: present; resource: name; purpose: none; condition: none}
219,A user can request to change their password.,1,{decision: allow; subject: user; action: request; resource: none; purpose: change their password; condition: none}
220,The information is edited.,1,{decision: allow; subject: none; action: edit; resource: information; purpose: none; condition: none}
221,Patients with a weight value 5% more or less than the immediate previously recorded weight value are highlighted.,1,{decision: allow; subject: none; action: highlight; resource: patient; purpose: none; condition: patient is with a weight value 5% more or less than the immediate previously recorded weight value}
222,"The patient views the list sorted by the role of the accessor relative to the patient (personal health representative, DLHCP, LHCP, UAP, Emergency Responder; any order is fine as long as the list is sorted by role) as well as by date for each role type.",1,{decision: allow; subject: patient; action: view; resource: list; purpose: none; condition: none}
223,The representative types the subject and the text of a message.,1,{decision: allow; subject: representative; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: text of a message; purpose: none; condition: none}
224,"The user selects an appointment from the calendar to read its details by clicking the ""Read Details"" link beside or below the appointment type name.",1,{decision: allow; subject: user; action: select; resource: appointment; purpose: read its details; condition: none}
225,"On the LHCP homepage, the LHCP views a notification center with a list of his upcoming appointments for the current date, number of physiologic data monitoring reports of his patients for the current date, number of weight or pedometer data monitoring reports of his patients for the current date, number of unread messages from his message inbox.",1,{decision: allow; subject: lhcp; action: view; resource: notification center; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: number of physiologic data monitoring reports; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: number of unread messages; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: number of weight or pedometer data monitoring reports; purpose: none; condition: none}
226,"System presents a listing of immunization-related adverse events for the time period that do not have a status of ""removed"", sorted by CPT code .",1,{decision: allow; subject: system; action: present; resource: listing of immunization-related adverse events; purpose: none; condition: none}
227,"An LHCP, patient and representative may view a message.",1,{decision: allow; subject: lhcp; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: representative; action: view; resource: message; purpose: none; condition: none}
228,The patient views all LHCPs the patient has ever had an office visit with and those whom he or she had designated.,1,{decision: allow; subject: patient; action: view; resource: lhcp; purpose: none; condition: patient has had an office visit with the lhcp | decision: allow; subject: patient; action: view; resource: lhcp; purpose: none; condition: he or she had designated the lhcp}
229,The LHCP can obtain additional information about a patient.,1,{decision: allow; subject: lhcp; action: obtain; resource: information; purpose: none; condition: none}
230,"The LHCP name, specialty, and  address are provided.",1,{decision: allow; subject: none; action: provide; resource: lhcp name; purpose: none; condition: none | decision: allow; subject: none; action: provide; resource: speciality; purpose: none; condition: none | decision: allow; subject: none; action: provide; resource: address; purpose: none; condition: none}
231,"An administrator enters a LHCP, an ER, or a public healh agent.",1,{decision: allow; subject: administrator; action: enter; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: er; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: public health agent; purpose: none; condition: none}
232,An LHCP views the number of submitted weight data monitoring reports of his patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: number of submitted weight data monitoring reports; purpose: none; condition: none}
233,The public health agent can see the detail of a specific report.,1,{decision: allow; subject: public health agent; action: see; resource: detail; purpose: none; condition: none}
234,System presents an approvel screen.,1,{decision: allow; subject: system; action: present; resource: approvel screen; purpose: none; condition: none}
235,System presents a list of his messages in the message inbox.,1,{decision: allow; subject: system; action: present; resource: list of his messages; purpose: none; condition: none}
236,The LHCP must confirm the add.,1,{decision: allow; subject: lhcp; action: confirm; resource: add; purpose: none; condition: none}
237,The LHCP can view of the comprehensive patient report for the specified patient,1,{decision: allow; subject: lhcp; action: view; resource: patient report; purpose: none; condition: none}
238,The HCP can edit the office visit in which the laboratory procedure was ordered.,1,{decision: allow; subject: hcp; action: edit; resource: office visit; purpose: none; condition: none}
239,An LHCP views his iTrust homepage.,1,{decision: allow; subject: lhcp; action: view; resource: itrust homepage; purpose: none; condition: none}
240,System presents a listing of patients for whom they are a DLHCP who need care because of satisfying the one of preceding conditions.,1,{decision: allow; subject: system; action: present; resource: listing of patients; purpose: none; condition: none}
241,An HCP may document an office visit.,1,{decision: allow; subject: hcp; action: document; resource: office visit; purpose: none; condition: none}
242,A patient reports their physiologic data.,1,{decision: allow; subject: patient; action: report; resource: physiologic data; purpose: none; condition: none}
243,"System presents a listing of prescription drug-related adverse events for the time period that do not have a status of ""removed"", sorted by NDC.",1,{decision: allow; subject: system; action: present; resource: listing of prescription drug-related adverse events; purpose: none; condition: none}
244,A LHCP or ER views an emergency report and provides an MID.,1,{decision: allow; subject: lhcp; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: lhcp; action: provide; resource: mid; purpose: none; condition: none | decision: allow; subject: er; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: er; action: provide; resource: mid; purpose: none; condition: none}
245,The LHCP opens the message to which he or she wishes to reply.,1,{decision: allow; subject: lhcp; action: open; resource: message; purpose: reply; condition: none}
246,"The patient or personal representative can see patient personal health information, immunizations, and office visit information for their own records and the records for whom the user is a personal representative.",1,{decision: allow; subject: patient; action: see; resource: patient personal health information; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: immunizations; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: office visit information; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: patient personal health information; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: immunizations; purpose: none; condition: none | decision: allow; subject: personal representative; action: see; resource: office visit information; purpose: none; condition: none}
247,The drug is checked for interactions between other drugs currently taken by the patient.,1,{decision: allow; subject: none; action: check; resource: drug; purpose: none; condition: none}
248,The LHCP requests a comprehensive patient report for a particular patient.,1,{decision: allow; subject: lhcp; action: request; resource: patient report; purpose: none; condition: none}
249,An HCP edits an office visit.,1,{decision: allow; subject: hcp; action: edit; resource: office visit; purpose: none; condition: none}
250,"The patient is sent a ""fake email"".",1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
251,LHCP can edit future appointments.,1,{decision: allow; subject: lhcp; action: edit; resource: appointment; purpose: none; condition: none}
252,The LHCP confirms the patient's MID.,1,{decision: allow; subject: lhcp; action: confirm; resource: mid; purpose: none; condition: none}
253,The HCP can view a list of laboratory procedures and can update the status and comments.,1,{decision: allow; subject: hcp; action: view; resource: list of laboratory procedures; purpose: none; condition: none | decision: allow; subject: hcp; action: update; resource: status; purpose: none; condition: none | decision: allow; subject: hcp; action: update; resource: comments; purpose: none; condition: none}
254,"A patient, patient representative, or LHCP clicks this number to view his message inbox.",1,{decision: allow; subject: patient; action: click; resource: number; purpose: view his message inbox; condition: none | decision: allow; subject: patient representative; action: click; resource: number; purpose: view his message inbox; condition: none | decision: allow; subject: lhcp; action: click; resource: number; purpose: view his message inbox; condition: none}
255,The editor may correct the form or add more information.,1,{decision: allow; subject: editor; action: correct; resource: form; purpose: none; condition: none | decision: allow; subject: editor; action: add; resource: information; purpose: none; condition: none}
256,The HCP prescribes a patient a drug by selecting its NDC and name.,1,{decision: allow; subject: hcp; action: prescribe; resource: drug; purpose: none; condition: none}
257,System presents a screen upon which he can choose a date range.,1,{decision: allow; subject: system; action: present; resource: screen; purpose: none; condition: upon which he can choose a date range}
258,"For the patient, the HCP can choose height or weight to graph.",1,{decision: allow; subject: hcp; action: choose; resource: height; purpose: graph; condition: none | decision: allow; subject: hcp; action: choose; resource: weight; purpose: graph; condition: none}
259,Demographic information is edited.,1,{decision: allow; subject: none; action: edit; resource: demographic information; purpose: none; condition: none}
260,The patient chooses the immunization for which to report the adverse event.,1,{decision: allow; subject: patient; action: choose; resource: immunization; purpose: report the adverse event; condition: none}
261,System presents two lists of NDC codes or names.,1,{decision: allow; subject: system; action: present; resource: list of ndc codes; purpose: none; condition: none | decision: allow; subject: system; action: present; resource: list names; purpose: none; condition: none}
262,The patient can add also a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP.,1,{decision: allow; subject: patient; action: add; resource: lhcp; purpose: none; condition: none}
263,"The LHCP, the patient or the representative clicks the ""Test Search"" button to search (i.e., displaying the message inbox including only the messages satisfying the specified filtering criteria).",1,{decision: allow; subject: lhcp; action: click; resource: test search button; purpose: search; condition: none | decision: allow; subject: patient; action: click; resource: test search button; purpose: search; condition: none | decision: allow; subject: representative; action: click; resource: test search button; purpose: search; condition: none}
264,The HCP can graph height or weight of the patient over the last 3 calendar years.,1,{decision: allow; subject: hcp; action: graph; resource: height; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight; purpose: none; condition: none}
265,"A patient, patient representative, or LHCP selects one option out of the ""by order of"" labeled drop-down box (with options of ""ascending"" or ""descending"").",1,{decision: allow; subject: patient; action: select; resource: option; purpose: none; condition: none | decision: allow; subject: patient representative; action: select; resource: option; purpose: none; condition: none | decision: allow; subject: lhcp; action: select; resource: option; purpose: none; condition: none}
266,"HCPs can modify or delete the fields of the office visit information (date, hospital, notes, prescriptions, laboratory procedures, diagnoses, procedures, possibly and possibly immunizations).",1,{decision: allow; subject: hcp; action: modify; resource: fields of the office visit information; purpose: none; condition: none | decision: allow; subject: hcp; action: delete; resource: fields of the office visit information; purpose: none; condition: none}
267,"An administrator enters a LHCP, an ER or a public health agent as a user of system.",1,{decision: allow; subject: administrator; action: enter; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: er; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: public health agent; purpose: none; condition: none}
268,The health care personnel enters a MID of a patient and confirms their selection.,1,{decision: allow; subject: health care personal; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: health care personal; action: confirm; resource: selection; purpose: none; condition: none}
269,"The HCP can edit patient's historical values, patient's immunizations, patient's office visit information, patient's family history, and patient's BMI.",1,{decision: allow; subject: hcp; action: edit; resource: patients historical values; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: patients immunizations; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: patients office visit information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: patients family history; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: patients bmi; purpose: none; condition: none}
270,"An admin creates a LHCP, an ER and a public health agent.",1,{decision: allow; subject: admin; action: create; resource: lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: er; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: public health agent; purpose: none; condition: none}
271,The software tester authenticates himself in the iTrust.,1,{decision: allow; subject: software tester; action: authenticate; resource: software tester; purpose: none; condition: none}
272,A patient views a list of his upcoming appointments.,1,{decision: allow; subject: patient; action: view; resource: list of his upcoming appointment; purpose: none; condition: none}
273,"The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters), and clicks the send button.",1,{decision: allow; subject: lhcp; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: lhcp; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
274,"An HCP identifies chronic patients who need an office visit, older patients who need a flu shot, or any patient who is overdue for an immunization.",1,{decision: allow; subject: hcp; action: identify; resource: chronic patient; purpose: none; condition: patient needs an office visit | decision: allow; subject: hcp; action: identify; resource: older patient; purpose: none; condition: patient needs a flu shot | decision: allow; subject: hcp; action: identify; resource: any patient; purpose: none; condition: patient is overdue for an immunization}
275,The administrator modifies the duration in an existing entry.,1,{decision: allow; subject: administrator; action: modify; resource: duration; purpose: none; condition: none}
276,The HCP is notified of drug allergy.,1,{decision: allow; subject: none; action: notify; resource: hcp; purpose: none; condition: none}
277,"A fake email is sent to the LHCP who prescribed the medication indicating the patient name and MID, drug, and symptoms.",1.0,{decision: allow; subject: none; action: send; resource: fake email; purpose: indicating the patient name and MID drug and symptoms; condition: lhcp prescribed the medication}
278,The patient’s MID can not be edited.,1,{decision: deny; subject: none; action: edit; resource: mid; purpose: none; condition: none}
279,The patient can view a list of laboratory procedures and status for their own records and the records for which the user is a personal representative.,1,{decision: allow; subject: patient; action: view; resource: list of laboratory procedures; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: status for their own records; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: status for records for which the user is a personal representative; purpose: none; condition: none}
280,A fake email is sent to the LHCP alerting the LHCP that a new message reply has arrived.,1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
281,The HCP then documents the office visit date and hospital location of the office visit.,1,{decision: allow; subject: hcp; action: document; resource: office visit date; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: hospital location; purpose: none; condition: none}
282,A HCP edits a laboratory procedure.,1,{decision: allow; subject: hcp; action: edit; resource: laboratory procedure; purpose: none; condition: none}
283,The public health agent may  remove an adverse event report (such as based upon communication with the reporter or because the report appears to be bogus).,1,{decision: allow; subject: public health agent; action: remove; resource: adverse event report; purpose: none; condition: none}
